Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch
admired,believe,abstract-positive,abstract-positive,MaxMatch
admired,fulfill,abstract-positive,abstract-positive,MaxMatch
admired,esteem,abstract-positive,abstract-positive,MaxMatch
admired,justify,abstract-positive,abstract-positive,MaxMatch
admired,respect,abstract-positive,abstract-positive,MaxMatch
cherish,hope,abstract-positive,abstract-positive,MaxMatch
cherish,believe,abstract-positive,abstract-positive,MaxMatch
cherish,fulfill,abstract-positive,abstract-positive,MaxMatch
cherish,esteem,abstract-positive,abstract-positive,MaxMatch
cherish,justify,abstract-positive,abstract-positive,MaxMatch
cherish,respect,abstract-positive,abstract-positive,MaxMatch
hope,believe,abstract-positive,abstract-positive,MaxMatch
hope,fulfill,abstract-positive,abstract-positive,MaxMatch
hope,esteem,abstract-positive,abstract-positive,MaxMatch
hope,justify,abstract-positive,abstract-positive,MaxMatch
hope,respect,abstract-positive,abstract-positive,MaxMatch
believe,fulfill,abstract-positive,abstract-positive,MaxMatch
believe,esteem,abstract-positive,abstract-positive,MaxMatch
believe,justify,abstract-positive,abstract-positive,MaxMatch
believe,respect,abstract-positive,abstract-positive,MaxMatch
fulfill,esteem,abstract-positive,abstract-positive,MaxMatch
fulfill,justify,abstract-positive,abstract-positive,MaxMatch
fulfill,respect,abstract-positive,abstract-positive,MaxMatch
esteem,justify,abstract-positive,abstract-positive,MaxMatch
esteem,respect,abstract-positive,abstract-positive,MaxMatch
justify,respect,abstract-positive,abstract-positive,MaxMatch
