Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch
cuddle,rust,physical-positive,physical-negative,ConceptualMatchingOnly
cuddle,slaughter,physical-positive,physical-negative,ConceptualMatchingOnly
cuddle,slash,physical-positive,physical-negative,ConceptualMatchingOnly
cuddle,crash,physical-positive,physical-negative,ConceptualMatchingOnly
cuddle,tear,physical-positive,physical-negative,ConceptualMatchingOnly
cuddle,burn,physical-positive,physical-negative,ConceptualMatchingOnly
cuddle,hit,physical-positive,physical-negative,ConceptualMatchingOnly
cuddle,stain,physical-positive,physical-negative,ConceptualMatchingOnly
cuddle,delete,physical-positive,physical-negative,ConceptualMatchingOnly
cuddle,corrode,physical-positive,physical-negative,ConceptualMatchingOnly
build,rust,physical-positive,physical-negative,ConceptualMatchingOnly
build,slaughter,physical-positive,physical-negative,ConceptualMatchingOnly
build,slash,physical-positive,physical-negative,ConceptualMatchingOnly
build,crash,physical-positive,physical-negative,ConceptualMatchingOnly
build,tear,physical-positive,physical-negative,ConceptualMatchingOnly
build,burn,physical-positive,physical-negative,ConceptualMatchingOnly
build,hit,physical-positive,physical-negative,ConceptualMatchingOnly
build,stain,physical-positive,physical-negative,ConceptualMatchingOnly
build,delete,physical-positive,physical-negative,ConceptualMatchingOnly
build,corrode,physical-positive,physical-negative,ConceptualMatchingOnly
repair,rust,physical-positive,physical-negative,ConceptualMatchingOnly
repair,slaughter,physical-positive,physical-negative,ConceptualMatchingOnly
repair,slash,physical-positive,physical-negative,ConceptualMatchingOnly
repair,crash,physical-positive,physical-negative,ConceptualMatchingOnly
repair,tear,physical-positive,physical-negative,ConceptualMatchingOnly
repair,burn,physical-positive,physical-negative,ConceptualMatchingOnly
repair,hit,physical-positive,physical-negative,ConceptualMatchingOnly
repair,stain,physical-positive,physical-negative,ConceptualMatchingOnly
repair,delete,physical-positive,physical-negative,ConceptualMatchingOnly
repair,corrode,physical-positive,physical-negative,ConceptualMatchingOnly
caress,rust,physical-positive,physical-negative,ConceptualMatchingOnly
caress,slaughter,physical-positive,physical-negative,ConceptualMatchingOnly
caress,slash,physical-positive,physical-negative,ConceptualMatchingOnly
caress,crash,physical-positive,physical-negative,ConceptualMatchingOnly
caress,tear,physical-positive,physical-negative,ConceptualMatchingOnly
caress,burn,physical-positive,physical-negative,ConceptualMatchingOnly
caress,hit,physical-positive,physical-negative,ConceptualMatchingOnly
caress,stain,physical-positive,physical-negative,ConceptualMatchingOnly
caress,delete,physical-positive,physical-negative,ConceptualMatchingOnly
caress,corrode,physical-positive,physical-negative,ConceptualMatchingOnly
hug,rust,physical-positive,physical-negative,ConceptualMatchingOnly
hug,slaughter,physical-positive,physical-negative,ConceptualMatchingOnly
