Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch
heroin,swastika,inanimate-negative,inanimate-negative,MaxMatch
heroin,wiretap,inanimate-negative,inanimate-negative,MaxMatch
heroin,cocaine,inanimate-negative,inanimate-negative,MaxMatch
heroin,excrement,inanimate-negative,inanimate-negative,MaxMatch
heroin,poison,inanimate-negative,inanimate-negative,MaxMatch
heroin,gunshot,inanimate-negative,inanimate-negative,MaxMatch
heroin,flood,inanimate-negative,inanimate-negative,MaxMatch
heroin,smallpox,inanimate-negative,inanimate-negative,MaxMatch
heroin,corpse,inanimate-negative,inanimate-negative,MaxMatch
swastika,wiretap,inanimate-negative,inanimate-negative,MaxMatch
swastika,cocaine,inanimate-negative,inanimate-negative,MaxMatch
swastika,excrement,inanimate-negative,inanimate-negative,MaxMatch
swastika,poison,inanimate-negative,inanimate-negative,MaxMatch
swastika,gunshot,inanimate-negative,inanimate-negative,MaxMatch
swastika,flood,inanimate-negative,inanimate-negative,MaxMatch
swastika,smallpox,inanimate-negative,inanimate-negative,MaxMatch
swastika,corpse,inanimate-negative,inanimate-negative,MaxMatch
wiretap,cocaine,inanimate-negative,inanimate-negative,MaxMatch
wiretap,excrement,inanimate-negative,inanimate-negative,MaxMatch
wiretap,poison,inanimate-negative,inanimate-negative,MaxMatch
wiretap,gunshot,inanimate-negative,inanimate-negative,MaxMatch
wiretap,flood,inanimate-negative,inanimate-negative,MaxMatch
wiretap,smallpox,inanimate-negative,inanimate-negative,MaxMatch
wiretap,corpse,inanimate-negative,inanimate-negative,MaxMatch
cocaine,excrement,inanimate-negative,inanimate-negative,MaxMatch
cocaine,poison,inanimate-negative,inanimate-negative,MaxMatch
cocaine,gunshot,inanimate-negative,inanimate-negative,MaxMatch
cocaine,flood,inanimate-negative,inanimate-negative,MaxMatch
cocaine,smallpox,inanimate-negative,inanimate-negative,MaxMatch
cocaine,corpse,inanimate-negative,inanimate-negative,MaxMatch
excrement,poison,inanimate-negative,inanimate-negative,MaxMatch
excrement,gunshot,inanimate-negative,inanimate-negative,MaxMatch
excrement,flood,inanimate-negative,inanimate-negative,MaxMatch
excrement,smallpox,inanimate-negative,inanimate-negative,MaxMatch
excrement,corpse,inanimate-negative,inanimate-negative,MaxMatch
poison,gunshot,inanimate-negative,inanimate-negative,MaxMatch
poison,flood,inanimate-negative,inanimate-negative,MaxMatch
poison,smallpox,inanimate-negative,inanimate-negative,MaxMatch
poison,corpse,inanimate-negative,inanimate-negative,MaxMatch
gunshot,flood,inanimate-negative,inanimate-negative,MaxMatch
gunshot,smallpox,inanimate-negative,inanimate-negative,MaxMatch
gunshot,corpse,inanimate-negative,inanimate-negative,MaxMatch
flood,smallpox,inanimate-negative,inanimate-negative,MaxMatch
flood,corpse,inanimate-negative,inanimate-negative,MaxMatch
smallpox,corpse,inanimate-negative,inanimate-negative,MaxMatch
prize,sunshine,inanimate-positive,inanimate-positive,MaxMatch
prize,award,inanimate-positive,inanimate-positive,MaxMatch
prize,pizza,inanimate-positive,inanimate-positive,MaxMatch
prize,laughter,inanimate-positive,inanimate-positive,MaxMatch
prize,feast,inanimate-positive,inanimate-positive,MaxMatch
prize,doughnut,inanimate-positive,inanimate-positive,MaxMatch
prize,dollar,inanimate-positive,inanimate-positive,MaxMatch
prize,sandwich,inanimate-positive,inanimate-positive,MaxMatch
prize,meadow,inanimate-positive,inanimate-positive,MaxMatch
sunshine,award,inanimate-positive,inanimate-positive,MaxMatch
sunshine,pizza,inanimate-positive,inanimate-positive,MaxMatch
sunshine,laughter,inanimate-positive,inanimate-positive,MaxMatch
sunshine,feast,inanimate-positive,inanimate-positive,MaxMatch
sunshine,doughnut,inanimate-positive,inanimate-positive,MaxMatch
sunshine,dollar,inanimate-positive,inanimate-positive,MaxMatch
sunshine,sandwich,inanimate-positive,inanimate-positive,MaxMatch
sunshine,meadow,inanimate-positive,inanimate-positive,MaxMatch
award,pizza,inanimate-positive,inanimate-positive,MaxMatch
award,laughter,inanimate-positive,inanimate-positive,MaxMatch
award,feast,inanimate-positive,inanimate-positive,MaxMatch
award,doughnut,inanimate-positive,inanimate-positive,MaxMatch
award,dollar,inanimate-positive,inanimate-positive,MaxMatch
award,sandwich,inanimate-positive,inanimate-positive,MaxMatch
award,meadow,inanimate-positive,inanimate-positive,MaxMatch
pizza,laughter,inanimate-positive,inanimate-positive,MaxMatch
pizza,feast,inanimate-positive,inanimate-positive,MaxMatch
pizza,doughnut,inanimate-positive,inanimate-positive,MaxMatch
pizza,dollar,inanimate-positive,inanimate-positive,MaxMatch
pizza,sandwich,inanimate-positive,inanimate-positive,MaxMatch
pizza,meadow,inanimate-positive,inanimate-positive,MaxMatch
laughter,feast,inanimate-positive,inanimate-positive,MaxMatch
laughter,doughnut,inanimate-positive,inanimate-positive,MaxMatch
laughter,dollar,inanimate-positive,inanimate-positive,MaxMatch
laughter,sandwich,inanimate-positive,inanimate-positive,MaxMatch
laughter,meadow,inanimate-positive,inanimate-positive,MaxMatch
feast,doughnut,inanimate-positive,inanimate-positive,MaxMatch
feast,dollar,inanimate-positive,inanimate-positive,MaxMatch
feast,sandwich,inanimate-positive,inanimate-positive,MaxMatch
feast,meadow,inanimate-positive,inanimate-positive,MaxMatch
doughnut,dollar,inanimate-positive,inanimate-positive,MaxMatch
doughnut,sandwich,inanimate-positive,inanimate-positive,MaxMatch
doughnut,meadow,inanimate-positive,inanimate-positive,MaxMatch
dollar,sandwich,inanimate-positive,inanimate-positive,MaxMatch
dollar,meadow,inanimate-positive,inanimate-positive,MaxMatch
sandwich,meadow,inanimate-positive,inanimate-positive,MaxMatch
slave,asshole,animate-negative,animate-negative,MaxMatch
slave,maggot,animate-negative,animate-negative,MaxMatch
slave,widow,animate-negative,animate-negative,MaxMatch
slave,inmate,animate-negative,animate-negative,MaxMatch
slave,dictator,animate-negative,animate-negative,MaxMatch
slave,leech,animate-negative,animate-negative,MaxMatch
slave,tapeworm,animate-negative,animate-negative,MaxMatch
slave,intruder,animate-negative,animate-negative,MaxMatch
slave,mugger,animate-negative,animate-negative,MaxMatch
asshole,maggot,animate-negative,animate-negative,MaxMatch
asshole,widow,animate-negative,animate-negative,MaxMatch
asshole,inmate,animate-negative,animate-negative,MaxMatch
asshole,dictator,animate-negative,animate-negative,MaxMatch
asshole,leech,animate-negative,animate-negative,MaxMatch
asshole,tapeworm,animate-negative,animate-negative,MaxMatch
asshole,intruder,animate-negative,animate-negative,MaxMatch
asshole,mugger,animate-negative,animate-negative,MaxMatch
maggot,widow,animate-negative,animate-negative,MaxMatch
maggot,inmate,animate-negative,animate-negative,MaxMatch
maggot,dictator,animate-negative,animate-negative,MaxMatch
maggot,leech,animate-negative,animate-negative,MaxMatch
maggot,tapeworm,animate-negative,animate-negative,MaxMatch
maggot,intruder,animate-negative,animate-negative,MaxMatch
maggot,mugger,animate-negative,animate-negative,MaxMatch
widow,inmate,animate-negative,animate-negative,MaxMatch
widow,dictator,animate-negative,animate-negative,MaxMatch
widow,leech,animate-negative,animate-negative,MaxMatch
widow,tapeworm,animate-negative,animate-negative,MaxMatch
widow,intruder,animate-negative,animate-negative,MaxMatch
widow,mugger,animate-negative,animate-negative,MaxMatch
inmate,dictator,animate-negative,animate-negative,MaxMatch
inmate,leech,animate-negative,animate-negative,MaxMatch
inmate,tapeworm,animate-negative,animate-negative,MaxMatch
inmate,intruder,animate-negative,animate-negative,MaxMatch
inmate,mugger,animate-negative,animate-negative,MaxMatch
dictator,leech,animate-negative,animate-negative,MaxMatch
dictator,tapeworm,animate-negative,animate-negative,MaxMatch
dictator,intruder,animate-negative,animate-negative,MaxMatch
dictator,mugger,animate-negative,animate-negative,MaxMatch
leech,tapeworm,animate-negative,animate-negative,MaxMatch
leech,intruder,animate-negative,animate-negative,MaxMatch
leech,mugger,animate-negative,animate-negative,MaxMatch
tapeworm,intruder,animate-negative,animate-negative,MaxMatch
tapeworm,mugger,animate-negative,animate-negative,MaxMatch
intruder,mugger,animate-negative,animate-negative,MaxMatch
comedian,puppy,animate-positive,animate-positive,MaxMatch
comedian,sibling,animate-positive,animate-positive,MaxMatch
comedian,duckling,animate-positive,animate-positive,MaxMatch
comedian,kitten,animate-positive,animate-positive,MaxMatch
comedian,bunny,animate-positive,animate-positive,MaxMatch
comedian,child,animate-positive,animate-positive,MaxMatch
comedian,princess,animate-positive,animate-positive,MaxMatch
comedian,chipmunk,animate-positive,animate-positive,MaxMatch
comedian,husband,animate-positive,animate-positive,MaxMatch
puppy,sibling,animate-positive,animate-positive,MaxMatch
puppy,duckling,animate-positive,animate-positive,MaxMatch
puppy,kitten,animate-positive,animate-positive,MaxMatch
puppy,bunny,animate-positive,animate-positive,MaxMatch
puppy,child,animate-positive,animate-positive,MaxMatch
puppy,princess,animate-positive,animate-positive,MaxMatch
puppy,chipmunk,animate-positive,animate-positive,MaxMatch
puppy,husband,animate-positive,animate-positive,MaxMatch
sibling,duckling,animate-positive,animate-positive,MaxMatch
sibling,kitten,animate-positive,animate-positive,MaxMatch
sibling,bunny,animate-positive,animate-positive,MaxMatch
sibling,child,animate-positive,animate-positive,MaxMatch
sibling,princess,animate-positive,animate-positive,MaxMatch
sibling,chipmunk,animate-positive,animate-positive,MaxMatch
sibling,husband,animate-positive,animate-positive,MaxMatch
duckling,kitten,animate-positive,animate-positive,MaxMatch
duckling,bunny,animate-positive,animate-positive,MaxMatch
duckling,child,animate-positive,animate-positive,MaxMatch
duckling,princess,animate-positive,animate-positive,MaxMatch
duckling,chipmunk,animate-positive,animate-positive,MaxMatch
duckling,husband,animate-positive,animate-positive,MaxMatch
kitten,bunny,animate-positive,animate-positive,MaxMatch
kitten,child,animate-positive,animate-positive,MaxMatch
kitten,princess,animate-positive,animate-positive,MaxMatch
kitten,chipmunk,animate-positive,animate-positive,MaxMatch
kitten,husband,animate-positive,animate-positive,MaxMatch
bunny,child,animate-positive,animate-positive,MaxMatch
bunny,princess,animate-positive,animate-positive,MaxMatch
bunny,chipmunk,animate-positive,animate-positive,MaxMatch
bunny,husband,animate-positive,animate-positive,MaxMatch
child,princess,animate-positive,animate-positive,MaxMatch
child,chipmunk,animate-positive,animate-positive,MaxMatch
child,husband,animate-positive,animate-positive,MaxMatch
princess,chipmunk,animate-positive,animate-positive,MaxMatch
princess,husband,animate-positive,animate-positive,MaxMatch
chipmunk,husband,animate-positive,animate-positive,MaxMatch
