Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch
heroin,prize,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
heroin,sunshine,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
heroin,award,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
heroin,pizza,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
heroin,laughter,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
heroin,feast,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
heroin,doughnut,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
heroin,dollar,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
heroin,sandwich,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
heroin,meadow,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
swastika,prize,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
swastika,sunshine,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
swastika,award,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
swastika,pizza,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
swastika,laughter,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
swastika,feast,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
swastika,doughnut,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
swastika,dollar,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
swastika,sandwich,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
swastika,meadow,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
wiretap,prize,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
wiretap,sunshine,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
wiretap,award,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
wiretap,pizza,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
wiretap,laughter,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
wiretap,feast,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
wiretap,doughnut,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
wiretap,dollar,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
wiretap,sandwich,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
wiretap,meadow,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
cocaine,prize,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
cocaine,sunshine,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
cocaine,award,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
cocaine,pizza,inanimate-negative,inanimate-positive,ConceptualMatchingOnly
