Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch,Valence,Conceptual
rust,slaughter,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
rust,slash,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
rust,crash,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
rust,tear,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
rust,burn,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
rust,hit,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
rust,stain,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
rust,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
rust,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
slaughter,slash,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
slaughter,crash,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
slaughter,tear,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
slaughter,burn,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
slaughter,hit,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
slaughter,stain,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
slaughter,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
slaughter,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
slash,crash,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
slash,tear,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
slash,burn,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
slash,hit,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
slash,stain,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
slash,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
slash,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
crash,tear,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
crash,burn,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
crash,hit,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
crash,stain,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
crash,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
crash,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
tear,burn,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
tear,hit,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
tear,stain,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
tear,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
tear,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
burn,hit,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
burn,stain,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
burn,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
burn,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
hit,stain,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
hit,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
hit,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
stain,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
stain,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
delete,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,ConceptualMatch:physical
