Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
68776a3f536335556bd4a2ee,675aaec58dfc729c338a52eb,APPROVED,Not Applicable,2025-07-16T09:01:06.970000Z,2025-07-16T09:05:45.432000Z,2025-07-16T10:20:22.375000Z,2025-07-16T09:05:45.868753Z,279.0,CHFTNE6M,1129,21,Female,White,United States,United States,United States,English,Yes,Part-Time
68776a5950a065257964b8ba,67d44f07e586aab3ec8596f3,APPROVED,Not Applicable,2025-07-16T09:01:13.185000Z,2025-07-16T09:20:47.531000Z,2025-07-16T09:20:49.702000Z,2025-07-16T09:20:47.940530Z,1175.0,CHFTNE6M,1231,41,Female,White,United States,United States,United States,English,Yes,Full-Time
68776a62a1d8e99f9002e308,664e7baa0d6008036181a712,APPROVED,Not Applicable,2025-07-16T09:01:25.330000Z,2025-07-16T09:06:35.311000Z,2025-07-16T09:06:38.659000Z,2025-07-16T09:06:35.739896Z,310.0,CHFTNE6M,1435,27,Male,Asian,United States,United States,United States,English,No,Unemployed (and job seeking)
68776a64fd29597895c0fb9c,680c0636408121caf12fe0d1,APPROVED,Not Applicable,2025-07-16T09:01:24.216000Z,2025-07-16T09:27:12.656000Z,2025-07-16T09:27:14.725000Z,2025-07-16T09:27:13.064174Z,1549.0,CHFTNE6M,1401,62,Female,Black,United States,United States,United States,English,Yes,Full-Time
68776a65a6e3b8baae8914f1,66b7d8f1b8226e65dab2d674,APPROVED,Not Applicable,2025-07-16T09:01:28.842000Z,2025-07-16T09:07:18.559000Z,2025-07-16T09:07:19.151000Z,2025-07-16T09:07:19.055514Z,350.0,CHFTNE6M,1549,34,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
68776a70ae03c57fb1bc44f0,59ed2107ae9f950001d848f6,APPROVED,Not Applicable,2025-07-16T09:01:42.093000Z,2025-07-16T09:38:25.741000Z,2025-07-16T09:38:33.946000Z,2025-07-16T09:38:26.224093Z,2204.0,CHFTNE6M,4262,36,Female,Mixed,United States,United States,United States,English,No,Full-Time
68776ac228ea9f628d0addaf,67325c4378284747ceca9bef,APPROVED,Not Applicable,2025-07-16T09:03:02.298000Z,2025-07-16T09:17:49.216000Z,2025-07-16T09:17:52.796000Z,2025-07-16T09:17:49.643331Z,887.0,CHFTNE6M,1221,26,Male,White,United States,United States,United States,English,No,Full-Time
68776ad123102cc00050ec47,664783f1b5de4a3b523d090f,APPROVED,Not Applicable,2025-07-16T09:04:14.498000Z,2025-07-16T09:13:59.228000Z,2025-07-16T09:14:02.626000Z,2025-07-16T09:13:59.655166Z,585.0,CHFTNE6M,1954,53,Male,White,United States,United States,United States,English,No,Part-Time
68776adb9cd7e4370f3628a5,682b76cd7d1dde59f69b3b71,APPROVED,Not Applicable,2025-07-16T09:03:23.081000Z,2025-07-16T09:15:28.771000Z,2025-07-16T09:15:31.450000Z,2025-07-16T09:15:29.245717Z,726.0,CHFTNE6M,1055,45,Male,White,United States,United States,United States,English,No,Part-Time
68776ae4ee1e6f3b5a86f09b,5fcaa3f3d991a9748f8b9e1c,APPROVED,Not Applicable,2025-07-16T09:03:36.024000Z,2025-07-16T09:10:44.680000Z,2025-07-16T09:10:47.342000Z,2025-07-16T09:10:45.062474Z,429.0,CHFTNE6M,6364,51,Female,Black,United States,United States,United States,English,Yes,Part-Time
