Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch,Valence,Conceptual
annoy,befall,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
annoy,criticize,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
annoy,exploit,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
annoy,loathe,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
annoy,obsess,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
annoy,resent,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
annoy,scorn,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
annoy,violate,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
annoy,worry,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
befall,criticize,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
befall,exploit,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
befall,loathe,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
befall,obsess,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
befall,resent,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
befall,scorn,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
befall,violate,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
befall,worry,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
criticize,exploit,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
criticize,loathe,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
criticize,obsess,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
criticize,resent,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
criticize,scorn,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
criticize,violate,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
criticize,worry,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
exploit,loathe,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
exploit,obsess,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
exploit,resent,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
exploit,scorn,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
exploit,violate,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
exploit,worry,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
loathe,obsess,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
loathe,resent,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
loathe,scorn,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
loathe,violate,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
loathe,worry,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
obsess,resent,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
obsess,scorn,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
obsess,violate,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
obsess,worry,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
resent,scorn,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
resent,violate,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
resent,worry,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
scorn,violate,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
scorn,worry,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
violate,worry,abstract-negative,abstract-negative,MaxMatch,NegativeMatch,AbstractMatch
