Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch,Valence,Conceptual
brotherly,joyful,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
brotherly,cheerful,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
brotherly,easygoing,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
brotherly,carefree,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
brotherly,hilarious,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
brotherly,selfless,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
brotherly,dependable,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
brotherly,courageous,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
brotherly,witty,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
joyful,cheerful,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
joyful,easygoing,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
joyful,carefree,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
joyful,hilarious,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
joyful,selfless,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
joyful,dependable,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
joyful,courageous,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
joyful,witty,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
cheerful,easygoing,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
cheerful,carefree,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
cheerful,hilarious,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
cheerful,selfless,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
cheerful,dependable,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
cheerful,courageous,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
cheerful,witty,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
easygoing,carefree,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
easygoing,hilarious,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
easygoing,selfless,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
easygoing,dependable,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
easygoing,courageous,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
easygoing,witty,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
carefree,hilarious,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
carefree,selfless,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
carefree,dependable,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
carefree,courageous,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
carefree,witty,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
hilarious,selfless,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
hilarious,dependable,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
hilarious,courageous,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
hilarious,witty,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
selfless,dependable,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
selfless,courageous,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
selfless,witty,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
dependable,courageous,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
dependable,witty,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
courageous,witty,social-positive,social-positive,MaxMatch,PositiveMatch,SocialMatch
