Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6877a7f91460eea2c6274b70,676ca3da9773676ad989ef10,APPROVED,Not Applicable,2025-07-16T13:24:14.126000Z,2025-07-16T13:31:04.529000Z,2025-07-16T13:31:06.650000Z,2025-07-16T13:31:04.975534Z,411.0,CHFTNE6M,2938,56,Male,White,United States,United States,United States,English,No,Full-Time
6877a802b94ade6016cebe51,5d951ede9b6f880018f63b6e,APPROVED,Not Applicable,2025-07-16T13:24:21.905000Z,2025-07-16T13:37:32.454000Z,2025-07-16T13:37:33.004000Z,2025-07-16T13:37:32.901373Z,791.0,CHFTNE6M,9285,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877a834523dcc1f464c48c0,5f467b0a0d1aef037515c8c9,APPROVED,Not Applicable,2025-07-16T13:25:08.068000Z,2025-07-16T13:30:15.448000Z,2025-07-16T13:30:16.721000Z,2025-07-16T13:30:15.926698Z,308.0,CHFTNE6M,6514,42,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877a84d9c6be876eaa661a7,65dca046786b41c22b4de4e6,APPROVED,Not Applicable,2025-07-16T13:25:37.835000Z,2025-07-16T13:31:53.385000Z,2025-07-16T13:31:55.913000Z,2025-07-16T13:31:53.896218Z,376.0,CHFTNE6M,1509,65,Female,White,United States,United States,Ireland,English,No,Part-Time
6877a84e30915ac37ee80dea,67608d020ab313f56180df41,APPROVED,Not Applicable,2025-07-16T13:25:39.871000Z,2025-07-16T13:39:59.796000Z,2025-07-16T13:40:03.285000Z,2025-07-16T13:40:00.230556Z,860.0,CHFTNE6M,1127,68,Male,Black,United States,United States,United States,English,No,Part-Time
6877a85dccd277849da6e314,5ef246c6d2b9060809858e7e,APPROVED,Not Applicable,2025-07-16T13:25:52.813000Z,2025-07-16T13:33:05.275000Z,2025-07-16T13:33:05.862000Z,2025-07-16T13:33:05.735366Z,433.0,CHFTNE6M,6918,26,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6877a8716fa95179566c99c5,663a5cc1f775076b324606c6,APPROVED,Not Applicable,2025-07-16T13:26:17.378000Z,2025-07-16T13:29:58.989000Z,2025-07-16T13:51:59.366000Z,2025-07-16T13:29:59.426454Z,222.0,CHFTNE6M,3148,38,Female,White,United States,United States,United States,English,No,Full-Time
6877a874e86946dd9c8bf647,64b3ebc9ad6778799f835dcb,APPROVED,Not Applicable,2025-07-16T13:26:20.234000Z,2025-07-16T13:38:29.363000Z,2025-07-16T13:38:33.130000Z,2025-07-16T13:38:29.851008Z,730.0,CHFTNE6M,3630,38,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877a87ed669a5f1d5fe207c,62cbf51439a76e8fccd8a495,APPROVED,Not Applicable,2025-07-16T13:26:26.158000Z,2025-07-16T13:35:28.004000Z,2025-07-16T13:51:59.766000Z,2025-07-16T13:35:29.187071Z,542.0,NOCODE,8560,61,Female,White,United States,United States,United States,English,No,Full-Time
6877a881db2f609ac08cbdb6,66ad7a9bda89473531598c06,APPROVED,Not Applicable,2025-07-16T13:26:31.044000Z,2025-07-16T13:40:42.598000Z,2025-07-16T13:40:43.167000Z,2025-07-16T13:40:43.033936Z,852.0,CHFTNE6M,2910,38,Female,Black,United States,United States,United States,English,No,Other
6877a88ea5f4331843e006d7,5f0c7ea47cf1495f4587f741,APPROVED,Not Applicable,2025-07-16T13:26:42.140000Z,2025-07-16T13:32:55.194000Z,2025-07-16T13:32:56.671000Z,2025-07-16T13:32:55.648487Z,374.0,CHFTNE6M,9748,49,Female,White,United States,United States,United States,English,No,Full-Time
6877a8e0adb32a2202fb775a,650456c42eb78d336c75440a,APPROVED,Not Applicable,2025-07-16T13:28:14.487000Z,2025-07-16T13:37:14.591000Z,2025-07-16T13:37:15.296000Z,2025-07-16T13:37:15.095475Z,541.0,CHFTNE6M,2205,40,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877a8e696d5cebd9277e580,653b07dc6d0abbc519239d1c,APPROVED,Not Applicable,2025-07-16T13:28:06.655000Z,2025-07-16T13:38:39.378000Z,2025-07-16T13:38:41.694000Z,2025-07-16T13:38:39.869453Z,633.0,CHFTNE6M,6307,65,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877a8f9dd826daa0b43f3b8,5815767b0643a600016f0e72,APPROVED,Not Applicable,2025-07-16T13:28:33.125000Z,2025-07-16T13:35:14.986000Z,2025-07-16T13:35:18.198000Z,2025-07-16T13:35:15.423316Z,402.0,CHFTNE6M,2544,54,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877a8fc3d8a46e279e08264,5bd47734506cd3000101d181,APPROVED,Not Applicable,2025-07-16T13:28:31.774000Z,2025-07-16T13:34:21.509000Z,2025-07-16T13:34:23.624000Z,2025-07-16T13:34:21.972755Z,350.0,CHFTNE6M,4112,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877a8fe05e536203e8688e4,566a3e0e7da0350012b3ec49,APPROVED,Not Applicable,2025-07-16T13:28:36.946000Z,2025-07-16T13:39:11.794000Z,2025-07-16T13:39:12.560000Z,2025-07-16T13:39:12.218586Z,635.0,CHFTNE6M,6986,49,Male,White,United States,United States,United States,English,No,Full-Time
6877a901427757d77887a696,67db97028df2eae13fa41bdd,APPROVED,Not Applicable,2025-07-16T13:28:52.315000Z,2025-07-16T13:43:04.542000Z,2025-07-16T13:43:07.868000Z,2025-07-16T13:43:05.034194Z,853.0,CHFTNE6M,2111,45,Male,White,United States,United States,United States,English,Yes,Part-Time
6877a9245f55910b71b392d4,5dbc73047d3d3622bcd31170,APPROVED,Not Applicable,2025-07-16T13:30:12.367000Z,2025-07-16T13:36:26.752000Z,2025-07-16T13:36:30.322000Z,2025-07-16T13:36:27.206801Z,375.0,CHFTNE6M,3583,53,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
6877a92c1d30ad2db5b42c8d,660c21b888db988a05a6afd2,APPROVED,Not Applicable,2025-07-16T13:29:31.004000Z,2025-07-16T13:39:11.896000Z,2025-07-16T13:39:17.482000Z,2025-07-16T13:39:12.320834Z,581.0,CHFTNE6M,2185,41,Male,White,United States,United States,United States,English,No,Full-Time
6877a9613ae91700df1fd62d,6401dc189a0c39635de7ebab,APPROVED,Not Applicable,2025-07-16T13:30:14.315000Z,2025-07-16T13:37:13.185000Z,2025-07-16T13:37:13.758000Z,2025-07-16T13:37:13.649093Z,419.0,CHFTNE6M,3471,23,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877a96e28342c38cb3fd029,664a04b30f003bd2e95da94f,APPROVED,Not Applicable,2025-07-16T13:30:26.655000Z,2025-07-16T13:34:16.359000Z,2025-07-16T13:52:00.189000Z,2025-07-16T13:34:16.784867Z,230.0,CHFTNE6M,1445,31,Male,White,United States,United States,United States,English,No,Full-Time
6877a99436643d53b8b4a142,60dfd857e293a99dd577f4c8,APPROVED,Not Applicable,2025-07-16T13:31:05.105000Z,2025-07-16T13:36:50.274000Z,2025-07-16T13:36:50.913000Z,2025-07-16T13:36:50.780325Z,346.0,CHFTNE6M,9727,68,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6877a99860fca5eadbe35bfd,666b5817eadabfbefc40fe1b,APPROVED,Not Applicable,2025-07-16T13:31:39.775000Z,2025-07-16T13:38:39.671000Z,2025-07-16T13:38:45.403000Z,2025-07-16T13:38:40.125485Z,420.0,CHFTNE6M,1953,57,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6877a9d0c8b5f38009d8a98b,6369700320bc7dd22e733009,APPROVED,Not Applicable,2025-07-16T13:32:04.796000Z,2025-07-16T13:39:56.547000Z,2025-07-16T13:39:57.133000Z,2025-07-16T13:39:56.978579Z,472.0,CHFTNE6M,5878,66,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6877aa1757d7c674db2fdbeb,67bcdb18c5a07dca6589a461,APPROVED,Not Applicable,2025-07-16T13:33:11.658000Z,2025-07-16T13:49:16.674000Z,2025-07-16T13:49:18.481000Z,2025-07-16T13:49:17.205125Z,966.0,CHFTNE6M,1796,30,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877aa266e47336c50543308,5d4199fe8580d30015230afd,APPROVED,Not Applicable,2025-07-16T13:33:31.124000Z,2025-07-16T13:38:33.451000Z,2025-07-16T13:38:35.754000Z,2025-07-16T13:38:33.865432Z,303.0,CHFTNE6M,1697,53,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6877aa84e53e31859bedac85,67df2438f087a74ea30f779b,APPROVED,Not Applicable,2025-07-16T13:35:07.115000Z,2025-07-16T13:44:01.484000Z,2025-07-16T13:44:03.062000Z,2025-07-16T13:44:01.940481Z,535.0,CHFTNE6M,1656,33,Female,White,United States,United States,United States,English,No,Part-Time
6877aa954f235ce537607219,565bff58c121fe0005fc390d,APPROVED,Not Applicable,2025-07-16T13:35:17.978000Z,2025-07-16T13:41:52.094000Z,2025-07-16T13:41:55.205000Z,2025-07-16T13:41:52.562888Z,395.0,CHFTNE6M,4534,45,Female,Black,United States,United States,United States,English,No,Full-Time
6877aab0632ff224d66014ae,6554ea27378d1f1b846788b3,APPROVED,Not Applicable,2025-07-16T13:35:44.471000Z,2025-07-16T13:42:29.483000Z,2025-07-16T13:42:33.162000Z,2025-07-16T13:42:29.921467Z,406.0,CHFTNE6M,3825,47,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877aaea20149b4d083bc7ac,67b9d2f7a49052c6e25c6a7f,APPROVED,Not Applicable,2025-07-16T13:36:48.174000Z,2025-07-16T13:44:10.936000Z,2025-07-16T13:44:13.745000Z,2025-07-16T13:44:11.381126Z,443.0,CHFTNE6M,2293,55,Female,Black,United States,United States,United States,English,No,Full-Time
6877ab061c21d0b79f7d5cf0,62713a003caa3feec5c6a0ba,APPROVED,Not Applicable,2025-07-16T13:37:10.682000Z,2025-07-16T13:41:23.075000Z,2025-07-16T13:52:00.681000Z,2025-07-16T13:41:23.510670Z,253.0,CHFTNE6M,5304,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877ab172a4d70f175a97e92,5fc7a6aaa7646c0009521161,APPROVED,Not Applicable,2025-07-16T13:37:31.291000Z,2025-07-16T13:41:53.209000Z,2025-07-16T13:52:01.146000Z,2025-07-16T13:41:53.668033Z,262.0,CHFTNE6M,8637,54,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877abe9d85c6581edd24026,660de2426df2c14f27678f6b,APPROVED,Not Applicable,2025-07-16T13:41:09.577000Z,2025-07-16T13:47:02.662000Z,2025-07-16T13:47:04.731000Z,2025-07-16T13:47:03.145152Z,354.0,CHFTNE6M,1333,35,Female,White,United States,United States,United States,English,No,Part-Time
6877abf82a88f150c67d08fc,65d219ae5dfcb3e376af3e01,APPROVED,Not Applicable,2025-07-16T13:41:12.513000Z,2025-07-16T13:55:24.290000Z,2025-07-16T13:55:24.869000Z,2025-07-16T13:55:24.728878Z,852.0,CHFTNE6M,2014,31,Female,Mixed,United States,United States,United States,English,No,Full-Time
6877acdb4f235ce5376072f6,5d45bb1b62ed9000197adbe6,APPROVED,Not Applicable,2025-07-16T13:45:02.986000Z,2025-07-16T13:48:42.534000Z,2025-07-16T13:52:01.567000Z,2025-07-16T13:48:42.976480Z,220.0,CHFTNE6M,1011,28,Male,White,United States,United States,United States,English,Yes,Full-Time
6877acfd2c2bd19243f7058c,5b9ec956c8a17f000171f7ad,APPROVED,Not Applicable,2025-07-16T13:45:36.710000Z,2025-07-16T13:51:06.884000Z,2025-07-16T13:51:09.341000Z,2025-07-16T13:51:07.323668Z,331.0,CHFTNE6M,8431,38,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6877ad1bf2684349703ccad3,58d7d2c2e9b6dc000129148a,APPROVED,Not Applicable,2025-07-16T13:46:06.792000Z,2025-07-16T13:51:15.809000Z,2025-07-16T13:51:19.347000Z,2025-07-16T13:51:16.270273Z,310.0,CHFTNE6M,6505,29,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6877ad5a8404535098048675,575aee8152c3fe00091a6252,APPROVED,Not Applicable,2025-07-16T13:47:13.206000Z,2025-07-16T13:52:13.877000Z,2025-07-16T13:52:14.558000Z,2025-07-16T13:52:14.336816Z,301.0,CHFTNE6M,5318,37,Male,White,United States,United States,United States,English,No,Full-Time
6877adcd4f5c8cc1cbb39492,678c89e7d72ecd785f475dfd,APPROVED,Not Applicable,2025-07-16T13:49:09.936000Z,2025-07-16T13:59:22.790000Z,2025-07-16T13:59:26.536000Z,2025-07-16T13:59:23.273118Z,613.0,CHFTNE6M,1465,43,Male,Black,United States,United States,United States,English,No,Part-Time
6877ae6972a1ca3aab594650,6694251bbfc3e4a246f8125a,APPROVED,Not Applicable,2025-07-16T13:51:42.563000Z,2025-07-16T13:59:35.459000Z,2025-07-16T13:59:36.197000Z,2025-07-16T13:59:36.059553Z,473.0,CHFTNE6M,2691,52,Female,White,United States,United States,United States,English,No,Full-Time
6877a7889f1099e692d8727f,59d7c0f750f88f000161eb21,RETURNED,Not Applicable,2025-07-16T13:22:23.046000Z,,,,,,3167,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6877a7c5c7983ebefbf2dbd7,5af1c4dfaec2b600010a96c9,RETURNED,Not Applicable,2025-07-16T13:23:22.297000Z,,,,,,7108,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6877a811eae9f97e1aacee7c,6653ae434d386b6218f51efb,RETURNED,Not Applicable,2025-07-16T13:24:37.448000Z,,,,,,6013,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6877a89d16e0a5062d3f4e1c,67d8663809a5fc39ac402f65,RETURNED,Not Applicable,2025-07-16T13:26:59.664000Z,,,,,,1188,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6877a8a575b25938d80ad314,67f1921726bfac07aea277c3,RETURNED,Not Applicable,2025-07-16T13:27:53.961000Z,,,,,,3949,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6877a99d24818157d128b983,5f054612945c5584be475507,RETURNED,Not Applicable,2025-07-16T13:31:21.290000Z,,,,,,3868,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6877ac006ceec2f9b91a1942,5c55c45f53fba80001bcf323,RETURNED,Not Applicable,2025-07-16T13:41:20.040000Z,,,,,,7566,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
