Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch,Valence,Conceptual
build,cook,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
build,cuddle,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
build,eat,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
build,hug,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
build,kiss,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
build,running,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
build,sail,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
build,smile,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
build,swing,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
cook,cuddle,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
cook,eat,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
cook,hug,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
cook,kiss,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
cook,running,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
cook,sail,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
cook,smile,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
cook,swing,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
cuddle,eat,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
cuddle,hug,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
cuddle,kiss,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
cuddle,running,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
cuddle,sail,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
cuddle,smile,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
cuddle,swing,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
eat,hug,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
eat,kiss,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
eat,running,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
eat,sail,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
eat,smile,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
eat,swing,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
hug,kiss,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
hug,running,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
hug,sail,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
hug,smile,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
hug,swing,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
kiss,running,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
kiss,sail,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
kiss,smile,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
kiss,swing,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
running,sail,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
running,smile,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
running,swing,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
sail,smile,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
sail,swing,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
smile,swing,concrete-positive,concrete-positive,MaxMatch,PositiveMatch,ConcreteMatch
