Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch
build,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
build,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
build,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
build,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
build,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
build,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
build,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
build,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
build,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
build,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
cook,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
cuddle,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
eat,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
hug,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
kiss,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
running,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
running,enlighten,concrete-positive,abstract-positive,ValenceMatchingOnly
running,admired,concrete-positive,abstract-positive,ValenceMatchingOnly
running,cherish,concrete-positive,abstract-positive,ValenceMatchingOnly
running,hope,concrete-positive,abstract-positive,ValenceMatchingOnly
running,believe,concrete-positive,abstract-positive,ValenceMatchingOnly
running,fulfill,concrete-positive,abstract-positive,ValenceMatchingOnly
running,esteem,concrete-positive,abstract-positive,ValenceMatchingOnly
running,justify,concrete-positive,abstract-positive,ValenceMatchingOnly
running,respect,concrete-positive,abstract-positive,ValenceMatchingOnly
sail,imagine,concrete-positive,abstract-positive,ValenceMatchingOnly
