Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch,Valence,Conceptual
rust,slaughter,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
rust,slash,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
rust,crash,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
rust,tear,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
rust,burn,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
rust,hit,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
rust,stain,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
rust,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
rust,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
slaughter,slash,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
slaughter,crash,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
slaughter,tear,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
slaughter,burn,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
slaughter,hit,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
slaughter,stain,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
slaughter,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
slaughter,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
slash,crash,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
slash,tear,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
slash,burn,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
slash,hit,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
slash,stain,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
slash,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
slash,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
crash,tear,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
crash,burn,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
crash,hit,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
crash,stain,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
crash,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
crash,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
tear,burn,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
tear,hit,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
tear,stain,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
tear,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
tear,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
burn,hit,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
burn,stain,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
burn,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
burn,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
hit,stain,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
hit,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
hit,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
stain,delete,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
stain,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
delete,corrode,physical-negative,physical-negative,MaxMatch,NegativeMatch,PhysicalMatch
