Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch
gunshot,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly
gunshot,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly
gunshot,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly
flood,slave,inanimate-negative,animate-negative,ValenceMatchingOnly
flood,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly
flood,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly
flood,widow,inanimate-negative,animate-negative,ValenceMatchingOnly
flood,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly
flood,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly
flood,leech,inanimate-negative,animate-negative,ValenceMatchingOnly
flood,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly
flood,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly
flood,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly
smallpox,slave,inanimate-negative,animate-negative,ValenceMatchingOnly
smallpox,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly
smallpox,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly
smallpox,widow,inanimate-negative,animate-negative,ValenceMatchingOnly
smallpox,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly
smallpox,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly
smallpox,leech,inanimate-negative,animate-negative,ValenceMatchingOnly
smallpox,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly
smallpox,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly
smallpox,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly
corpse,slave,inanimate-negative,animate-negative,ValenceMatchingOnly
corpse,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly
corpse,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly
corpse,widow,inanimate-negative,animate-negative,ValenceMatchingOnly
corpse,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly
corpse,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly
corpse,leech,inanimate-negative,animate-negative,ValenceMatchingOnly
corpse,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly
corpse,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly
corpse,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly
prize,comedian,inanimate-positive,animate-positive,ValenceMatchingOnly
prize,puppy,inanimate-positive,animate-positive,ValenceMatchingOnly
prize,sibling,inanimate-positive,animate-positive,ValenceMatchingOnly
prize,duckling,inanimate-positive,animate-positive,ValenceMatchingOnly
prize,kitten,inanimate-positive,animate-positive,ValenceMatchingOnly
prize,bunny,inanimate-positive,animate-positive,ValenceMatchingOnly
prize,child,inanimate-positive,animate-positive,ValenceMatchingOnly
prize,princess,inanimate-positive,animate-positive,ValenceMatchingOnly
prize,chipmunk,inanimate-positive,animate-positive,ValenceMatchingOnly
prize,husband,inanimate-positive,animate-positive,ValenceMatchingOnly
sunshine,comedian,inanimate-positive,animate-positive,ValenceMatchingOnly
sunshine,puppy,inanimate-positive,animate-positive,ValenceMatchingOnly
sunshine,sibling,inanimate-positive,animate-positive,ValenceMatchingOnly
sunshine,duckling,inanimate-positive,animate-positive,ValenceMatchingOnly
sunshine,kitten,inanimate-positive,animate-positive,ValenceMatchingOnly
sunshine,bunny,inanimate-positive,animate-positive,ValenceMatchingOnly
sunshine,child,inanimate-positive,animate-positive,ValenceMatchingOnly
sunshine,princess,inanimate-positive,animate-positive,ValenceMatchingOnly
sunshine,chipmunk,inanimate-positive,animate-positive,ValenceMatchingOnly
sunshine,husband,inanimate-positive,animate-positive,ValenceMatchingOnly
award,comedian,inanimate-positive,animate-positive,ValenceMatchingOnly
award,puppy,inanimate-positive,animate-positive,ValenceMatchingOnly
award,sibling,inanimate-positive,animate-positive,ValenceMatchingOnly
award,duckling,inanimate-positive,animate-positive,ValenceMatchingOnly
award,kitten,inanimate-positive,animate-positive,ValenceMatchingOnly
award,bunny,inanimate-positive,animate-positive,ValenceMatchingOnly
award,child,inanimate-positive,animate-positive,ValenceMatchingOnly
award,princess,inanimate-positive,animate-positive,ValenceMatchingOnly
award,chipmunk,inanimate-positive,animate-positive,ValenceMatchingOnly
award,husband,inanimate-positive,animate-positive,ValenceMatchingOnly
pizza,comedian,inanimate-positive,animate-positive,ValenceMatchingOnly
pizza,puppy,inanimate-positive,animate-positive,ValenceMatchingOnly
pizza,sibling,inanimate-positive,animate-positive,ValenceMatchingOnly
pizza,duckling,inanimate-positive,animate-positive,ValenceMatchingOnly
pizza,kitten,inanimate-positive,animate-positive,ValenceMatchingOnly
pizza,bunny,inanimate-positive,animate-positive,ValenceMatchingOnly
pizza,child,inanimate-positive,animate-positive,ValenceMatchingOnly
pizza,princess,inanimate-positive,animate-positive,ValenceMatchingOnly
pizza,chipmunk,inanimate-positive,animate-positive,ValenceMatchingOnly
pizza,husband,inanimate-positive,animate-positive,ValenceMatchingOnly
laughter,comedian,inanimate-positive,animate-positive,ValenceMatchingOnly
laughter,puppy,inanimate-positive,animate-positive,ValenceMatchingOnly
laughter,sibling,inanimate-positive,animate-positive,ValenceMatchingOnly
laughter,duckling,inanimate-positive,animate-positive,ValenceMatchingOnly
laughter,kitten,inanimate-positive,animate-positive,ValenceMatchingOnly
laughter,bunny,inanimate-positive,animate-positive,ValenceMatchingOnly
laughter,child,inanimate-positive,animate-positive,ValenceMatchingOnly
laughter,princess,inanimate-positive,animate-positive,ValenceMatchingOnly
laughter,chipmunk,inanimate-positive,animate-positive,ValenceMatchingOnly
laughter,husband,inanimate-positive,animate-positive,ValenceMatchingOnly
feast,comedian,inanimate-positive,animate-positive,ValenceMatchingOnly
feast,puppy,inanimate-positive,animate-positive,ValenceMatchingOnly
feast,sibling,inanimate-positive,animate-positive,ValenceMatchingOnly
feast,duckling,inanimate-positive,animate-positive,ValenceMatchingOnly
feast,kitten,inanimate-positive,animate-positive,ValenceMatchingOnly
feast,bunny,inanimate-positive,animate-positive,ValenceMatchingOnly
feast,child,inanimate-positive,animate-positive,ValenceMatchingOnly
feast,princess,inanimate-positive,animate-positive,ValenceMatchingOnly
feast,chipmunk,inanimate-positive,animate-positive,ValenceMatchingOnly
feast,husband,inanimate-positive,animate-positive,ValenceMatchingOnly
doughnut,comedian,inanimate-positive,animate-positive,ValenceMatchingOnly
doughnut,puppy,inanimate-positive,animate-positive,ValenceMatchingOnly
doughnut,sibling,inanimate-positive,animate-positive,ValenceMatchingOnly
doughnut,duckling,inanimate-positive,animate-positive,ValenceMatchingOnly
doughnut,kitten,inanimate-positive,animate-positive,ValenceMatchingOnly
doughnut,bunny,inanimate-positive,animate-positive,ValenceMatchingOnly
doughnut,child,inanimate-positive,animate-positive,ValenceMatchingOnly
doughnut,princess,inanimate-positive,animate-positive,ValenceMatchingOnly
doughnut,chipmunk,inanimate-positive,animate-positive,ValenceMatchingOnly
doughnut,husband,inanimate-positive,animate-positive,ValenceMatchingOnly
dollar,comedian,inanimate-positive,animate-positive,ValenceMatchingOnly
dollar,puppy,inanimate-positive,animate-positive,ValenceMatchingOnly
dollar,sibling,inanimate-positive,animate-positive,ValenceMatchingOnly
dollar,duckling,inanimate-positive,animate-positive,ValenceMatchingOnly
dollar,kitten,inanimate-positive,animate-positive,ValenceMatchingOnly
dollar,bunny,inanimate-positive,animate-positive,ValenceMatchingOnly
dollar,child,inanimate-positive,animate-positive,ValenceMatchingOnly
dollar,princess,inanimate-positive,animate-positive,ValenceMatchingOnly
dollar,chipmunk,inanimate-positive,animate-positive,ValenceMatchingOnly
dollar,husband,inanimate-positive,animate-positive,ValenceMatchingOnly
sandwich,comedian,inanimate-positive,animate-positive,ValenceMatchingOnly
sandwich,puppy,inanimate-positive,animate-positive,ValenceMatchingOnly
sandwich,sibling,inanimate-positive,animate-positive,ValenceMatchingOnly
sandwich,duckling,inanimate-positive,animate-positive,ValenceMatchingOnly
sandwich,kitten,inanimate-positive,animate-positive,ValenceMatchingOnly
sandwich,bunny,inanimate-positive,animate-positive,ValenceMatchingOnly
sandwich,child,inanimate-positive,animate-positive,ValenceMatchingOnly
sandwich,princess,inanimate-positive,animate-positive,ValenceMatchingOnly
sandwich,chipmunk,inanimate-positive,animate-positive,ValenceMatchingOnly
sandwich,husband,inanimate-positive,animate-positive,ValenceMatchingOnly
meadow,comedian,inanimate-positive,animate-positive,ValenceMatchingOnly
meadow,puppy,inanimate-positive,animate-positive,ValenceMatchingOnly
meadow,sibling,inanimate-positive,animate-positive,ValenceMatchingOnly
meadow,duckling,inanimate-positive,animate-positive,ValenceMatchingOnly
meadow,kitten,inanimate-positive,animate-positive,ValenceMatchingOnly
meadow,bunny,inanimate-positive,animate-positive,ValenceMatchingOnly
meadow,child,inanimate-positive,animate-positive,ValenceMatchingOnly
meadow,princess,inanimate-positive,animate-positive,ValenceMatchingOnly
meadow,chipmunk,inanimate-positive,animate-positive,ValenceMatchingOnly
meadow,husband,inanimate-positive,animate-positive,ValenceMatchingOnly
