Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch
heroin,slave,inanimate-negative,animate-negative,ValenceMatchingOnly
heroin,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly
heroin,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly
heroin,widow,inanimate-negative,animate-negative,ValenceMatchingOnly
heroin,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly
heroin,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly
heroin,leech,inanimate-negative,animate-negative,ValenceMatchingOnly
heroin,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly
heroin,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly
heroin,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly
swastika,slave,inanimate-negative,animate-negative,ValenceMatchingOnly
swastika,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly
swastika,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly
swastika,widow,inanimate-negative,animate-negative,ValenceMatchingOnly
swastika,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly
swastika,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly
swastika,leech,inanimate-negative,animate-negative,ValenceMatchingOnly
swastika,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly
swastika,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly
swastika,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly
wiretap,slave,inanimate-negative,animate-negative,ValenceMatchingOnly
wiretap,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly
wiretap,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly
wiretap,widow,inanimate-negative,animate-negative,ValenceMatchingOnly
wiretap,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly
wiretap,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly
wiretap,leech,inanimate-negative,animate-negative,ValenceMatchingOnly
wiretap,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly
wiretap,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly
wiretap,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly
cocaine,slave,inanimate-negative,animate-negative,ValenceMatchingOnly
cocaine,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly
cocaine,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly
cocaine,widow,inanimate-negative,animate-negative,ValenceMatchingOnly
cocaine,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly
cocaine,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly
cocaine,leech,inanimate-negative,animate-negative,ValenceMatchingOnly
cocaine,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly
cocaine,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly
cocaine,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly
excrement,slave,inanimate-negative,animate-negative,ValenceMatchingOnly
excrement,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly
excrement,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly
excrement,widow,inanimate-negative,animate-negative,ValenceMatchingOnly
excrement,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly
excrement,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly
excrement,leech,inanimate-negative,animate-negative,ValenceMatchingOnly
excrement,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly
excrement,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly
excrement,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly
poison,slave,inanimate-negative,animate-negative,ValenceMatchingOnly
poison,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly
poison,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly
poison,widow,inanimate-negative,animate-negative,ValenceMatchingOnly
poison,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly
poison,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly
poison,leech,inanimate-negative,animate-negative,ValenceMatchingOnly
poison,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly
poison,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly
poison,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly
gunshot,slave,inanimate-negative,animate-negative,ValenceMatchingOnly
gunshot,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly
gunshot,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly
gunshot,widow,inanimate-negative,animate-negative,ValenceMatchingOnly
gunshot,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly
gunshot,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly
gunshot,leech,inanimate-negative,animate-negative,ValenceMatchingOnly
