Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch,Valence,Conceptual
love,smoke,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
love,rot,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
love,mud,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
love,vomit,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
love,garbage,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
love,rust,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
love,mold,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
love,injury,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
love,stench,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
love,filth,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
hope,smoke,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
hope,rot,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
hope,mud,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
hope,vomit,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
hope,garbage,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
hope,rust,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
hope,mold,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
hope,injury,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
hope,stench,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
hope,filth,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
joy,smoke,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
joy,rot,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
joy,mud,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
joy,vomit,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
joy,garbage,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
joy,rust,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
joy,mold,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
joy,injury,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
joy,stench,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
joy,filth,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
peace,smoke,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
peace,rot,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
peace,mud,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
peace,vomit,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
peace,garbage,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
peace,rust,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
peace,mold,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
peace,injury,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
peace,stench,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
peace,filth,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
freedom,smoke,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
freedom,rot,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
freedom,mud,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
freedom,vomit,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
freedom,garbage,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
freedom,rust,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
freedom,mold,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
freedom,injury,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
freedom,stench,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
freedom,filth,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
kindness,smoke,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
kindness,rot,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
kindness,mud,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
kindness,vomit,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
kindness,garbage,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
kindness,rust,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
kindness,mold,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
kindness,injury,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
kindness,stench,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
kindness,filth,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
happiness,smoke,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
happiness,rot,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
happiness,mud,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
happiness,vomit,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
happiness,garbage,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
happiness,rust,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
happiness,mold,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
happiness,injury,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
happiness,stench,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
happiness,filth,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
compassion,smoke,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
compassion,rot,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
compassion,mud,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
compassion,vomit,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
compassion,garbage,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
compassion,rust,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
compassion,mold,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
compassion,injury,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
compassion,stench,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
compassion,filth,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
gratitude,smoke,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
gratitude,rot,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
gratitude,mud,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
gratitude,vomit,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
gratitude,garbage,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
gratitude,rust,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
gratitude,mold,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
gratitude,injury,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
gratitude,stench,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
gratitude,filth,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
inspiration,smoke,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
inspiration,rot,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
inspiration,mud,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
inspiration,vomit,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
inspiration,garbage,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
inspiration,rust,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
inspiration,mold,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
inspiration,injury,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
inspiration,stench,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
inspiration,filth,abstract-positive,concrete-negative,MaxMismatch,PositiveMismatch,AbstractMismatch
