Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch,Valence,Conceptual
smoke,rot,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
smoke,mud,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
smoke,vomit,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
smoke,garbage,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
smoke,rust,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
smoke,mold,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
smoke,injury,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
smoke,stench,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
smoke,filth,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
rot,mud,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
rot,vomit,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
rot,garbage,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
rot,rust,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
rot,mold,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
rot,injury,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
rot,stench,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
rot,filth,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
mud,vomit,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
mud,garbage,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
mud,rust,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
mud,mold,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
mud,injury,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
mud,stench,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
mud,filth,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
vomit,garbage,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
vomit,rust,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
vomit,mold,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
vomit,injury,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
vomit,stench,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
vomit,filth,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
garbage,rust,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
garbage,mold,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
garbage,injury,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
garbage,stench,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
garbage,filth,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
rust,mold,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
rust,injury,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
rust,stench,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
rust,filth,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
mold,injury,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
mold,stench,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
mold,filth,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
injury,stench,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
injury,filth,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
stench,filth,concrete-negative,concrete-negative,MaxMatch,NegativeMatch,ConcreteMatch
