Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch
moldy,insulting,physical-negative,social-negative,ValenceMatchingOnly
moldy,greedy,physical-negative,social-negative,ValenceMatchingOnly
moldy,grumpy,physical-negative,social-negative,ValenceMatchingOnly
moldy,heartbroken,physical-negative,social-negative,ValenceMatchingOnly
moldy,racist,physical-negative,social-negative,ValenceMatchingOnly
moldy,dreaded,physical-negative,social-negative,ValenceMatchingOnly
moldy,humiliating,physical-negative,social-negative,ValenceMatchingOnly
moldy,stingy,physical-negative,social-negative,ValenceMatchingOnly
moldy,infuriating,physical-negative,social-negative,ValenceMatchingOnly
moldy,hateful,physical-negative,social-negative,ValenceMatchingOnly
nauseous,insulting,physical-negative,social-negative,ValenceMatchingOnly
nauseous,greedy,physical-negative,social-negative,ValenceMatchingOnly
nauseous,grumpy,physical-negative,social-negative,ValenceMatchingOnly
nauseous,heartbroken,physical-negative,social-negative,ValenceMatchingOnly
nauseous,racist,physical-negative,social-negative,ValenceMatchingOnly
nauseous,dreaded,physical-negative,social-negative,ValenceMatchingOnly
nauseous,humiliating,physical-negative,social-negative,ValenceMatchingOnly
nauseous,stingy,physical-negative,social-negative,ValenceMatchingOnly
nauseous,infuriating,physical-negative,social-negative,ValenceMatchingOnly
nauseous,hateful,physical-negative,social-negative,ValenceMatchingOnly
excruciating,insulting,physical-negative,social-negative,ValenceMatchingOnly
excruciating,greedy,physical-negative,social-negative,ValenceMatchingOnly
excruciating,grumpy,physical-negative,social-negative,ValenceMatchingOnly
excruciating,heartbroken,physical-negative,social-negative,ValenceMatchingOnly
excruciating,racist,physical-negative,social-negative,ValenceMatchingOnly
excruciating,dreaded,physical-negative,social-negative,ValenceMatchingOnly
excruciating,humiliating,physical-negative,social-negative,ValenceMatchingOnly
excruciating,stingy,physical-negative,social-negative,ValenceMatchingOnly
excruciating,infuriating,physical-negative,social-negative,ValenceMatchingOnly
excruciating,hateful,physical-negative,social-negative,ValenceMatchingOnly
comatose,insulting,physical-negative,social-negative,ValenceMatchingOnly
comatose,greedy,physical-negative,social-negative,ValenceMatchingOnly
comatose,grumpy,physical-negative,social-negative,ValenceMatchingOnly
comatose,heartbroken,physical-negative,social-negative,ValenceMatchingOnly
comatose,racist,physical-negative,social-negative,ValenceMatchingOnly
comatose,dreaded,physical-negative,social-negative,ValenceMatchingOnly
comatose,humiliating,physical-negative,social-negative,ValenceMatchingOnly
comatose,stingy,physical-negative,social-negative,ValenceMatchingOnly
comatose,infuriating,physical-negative,social-negative,ValenceMatchingOnly
