Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch
comatose,hateful,physical-negative,social-negative,ValenceMatchingOnly
obese,insulting,physical-negative,social-negative,ValenceMatchingOnly
obese,greedy,physical-negative,social-negative,ValenceMatchingOnly
obese,grumpy,physical-negative,social-negative,ValenceMatchingOnly
obese,heartbroken,physical-negative,social-negative,ValenceMatchingOnly
obese,racist,physical-negative,social-negative,ValenceMatchingOnly
obese,dreaded,physical-negative,social-negative,ValenceMatchingOnly
obese,humiliating,physical-negative,social-negative,ValenceMatchingOnly
obese,stingy,physical-negative,social-negative,ValenceMatchingOnly
obese,infuriating,physical-negative,social-negative,ValenceMatchingOnly
obese,hateful,physical-negative,social-negative,ValenceMatchingOnly
lifeless,insulting,physical-negative,social-negative,ValenceMatchingOnly
lifeless,greedy,physical-negative,social-negative,ValenceMatchingOnly
lifeless,grumpy,physical-negative,social-negative,ValenceMatchingOnly
lifeless,heartbroken,physical-negative,social-negative,ValenceMatchingOnly
lifeless,racist,physical-negative,social-negative,ValenceMatchingOnly
lifeless,dreaded,physical-negative,social-negative,ValenceMatchingOnly
lifeless,humiliating,physical-negative,social-negative,ValenceMatchingOnly
lifeless,stingy,physical-negative,social-negative,ValenceMatchingOnly
lifeless,infuriating,physical-negative,social-negative,ValenceMatchingOnly
lifeless,hateful,physical-negative,social-negative,ValenceMatchingOnly
rancid,insulting,physical-negative,social-negative,ValenceMatchingOnly
rancid,greedy,physical-negative,social-negative,ValenceMatchingOnly
rancid,grumpy,physical-negative,social-negative,ValenceMatchingOnly
rancid,heartbroken,physical-negative,social-negative,ValenceMatchingOnly
rancid,racist,physical-negative,social-negative,ValenceMatchingOnly
rancid,dreaded,physical-negative,social-negative,ValenceMatchingOnly
rancid,humiliating,physical-negative,social-negative,ValenceMatchingOnly
rancid,stingy,physical-negative,social-negative,ValenceMatchingOnly
rancid,infuriating,physical-negative,social-negative,ValenceMatchingOnly
rancid,hateful,physical-negative,social-negative,ValenceMatchingOnly
seasick,insulting,physical-negative,social-negative,ValenceMatchingOnly
seasick,greedy,physical-negative,social-negative,ValenceMatchingOnly
seasick,grumpy,physical-negative,social-negative,ValenceMatchingOnly
seasick,heartbroken,physical-negative,social-negative,ValenceMatchingOnly
seasick,racist,physical-negative,social-negative,ValenceMatchingOnly
seasick,dreaded,physical-negative,social-negative,ValenceMatchingOnly
seasick,humiliating,physical-negative,social-negative,ValenceMatchingOnly
seasick,stingy,physical-negative,social-negative,ValenceMatchingOnly
seasick,infuriating,physical-negative,social-negative,ValenceMatchingOnly
seasick,hateful,physical-negative,social-negative,ValenceMatchingOnly
itchy,insulting,physical-negative,social-negative,ValenceMatchingOnly
itchy,greedy,physical-negative,social-negative,ValenceMatchingOnly
itchy,grumpy,physical-negative,social-negative,ValenceMatchingOnly
itchy,heartbroken,physical-negative,social-negative,ValenceMatchingOnly
itchy,racist,physical-negative,social-negative,ValenceMatchingOnly
itchy,dreaded,physical-negative,social-negative,ValenceMatchingOnly
itchy,humiliating,physical-negative,social-negative,ValenceMatchingOnly
itchy,stingy,physical-negative,social-negative,ValenceMatchingOnly
itchy,infuriating,physical-negative,social-negative,ValenceMatchingOnly
itchy,hateful,physical-negative,social-negative,ValenceMatchingOnly
smelly,insulting,physical-negative,social-negative,ValenceMatchingOnly
smelly,greedy,physical-negative,social-negative,ValenceMatchingOnly
smelly,grumpy,physical-negative,social-negative,ValenceMatchingOnly
smelly,heartbroken,physical-negative,social-negative,ValenceMatchingOnly
smelly,racist,physical-negative,social-negative,ValenceMatchingOnly
smelly,dreaded,physical-negative,social-negative,ValenceMatchingOnly
smelly,humiliating,physical-negative,social-negative,ValenceMatchingOnly
smelly,stingy,physical-negative,social-negative,ValenceMatchingOnly
smelly,infuriating,physical-negative,social-negative,ValenceMatchingOnly
smelly,hateful,physical-negative,social-negative,ValenceMatchingOnly
brotherly,fluffy,social-positive,physical-positive,ValenceMatchingOnly
brotherly,sunny,social-positive,physical-positive,ValenceMatchingOnly
brotherly,blooming,social-positive,physical-positive,ValenceMatchingOnly
brotherly,floral,social-positive,physical-positive,ValenceMatchingOnly
brotherly,oceanic,social-positive,physical-positive,ValenceMatchingOnly
brotherly,decorative,social-positive,physical-positive,ValenceMatchingOnly
brotherly,nutritious,social-positive,physical-positive,ValenceMatchingOnly
brotherly,homemade,social-positive,physical-positive,ValenceMatchingOnly
brotherly,radiant,social-positive,physical-positive,ValenceMatchingOnly
brotherly,newborn,social-positive,physical-positive,ValenceMatchingOnly
joyful,fluffy,social-positive,physical-positive,ValenceMatchingOnly
joyful,sunny,social-positive,physical-positive,ValenceMatchingOnly
joyful,blooming,social-positive,physical-positive,ValenceMatchingOnly
joyful,floral,social-positive,physical-positive,ValenceMatchingOnly
joyful,oceanic,social-positive,physical-positive,ValenceMatchingOnly
joyful,decorative,social-positive,physical-positive,ValenceMatchingOnly
joyful,nutritious,social-positive,physical-positive,ValenceMatchingOnly
joyful,homemade,social-positive,physical-positive,ValenceMatchingOnly
joyful,radiant,social-positive,physical-positive,ValenceMatchingOnly
joyful,newborn,social-positive,physical-positive,ValenceMatchingOnly
cheerful,fluffy,social-positive,physical-positive,ValenceMatchingOnly
cheerful,sunny,social-positive,physical-positive,ValenceMatchingOnly
cheerful,blooming,social-positive,physical-positive,ValenceMatchingOnly
cheerful,floral,social-positive,physical-positive,ValenceMatchingOnly
cheerful,oceanic,social-positive,physical-positive,ValenceMatchingOnly
cheerful,decorative,social-positive,physical-positive,ValenceMatchingOnly
cheerful,nutritious,social-positive,physical-positive,ValenceMatchingOnly
cheerful,homemade,social-positive,physical-positive,ValenceMatchingOnly
cheerful,radiant,social-positive,physical-positive,ValenceMatchingOnly
cheerful,newborn,social-positive,physical-positive,ValenceMatchingOnly
easygoing,fluffy,social-positive,physical-positive,ValenceMatchingOnly
easygoing,sunny,social-positive,physical-positive,ValenceMatchingOnly
easygoing,blooming,social-positive,physical-positive,ValenceMatchingOnly
easygoing,floral,social-positive,physical-positive,ValenceMatchingOnly
easygoing,oceanic,social-positive,physical-positive,ValenceMatchingOnly
easygoing,decorative,social-positive,physical-positive,ValenceMatchingOnly
easygoing,nutritious,social-positive,physical-positive,ValenceMatchingOnly
easygoing,homemade,social-positive,physical-positive,ValenceMatchingOnly
easygoing,radiant,social-positive,physical-positive,ValenceMatchingOnly
easygoing,newborn,social-positive,physical-positive,ValenceMatchingOnly
carefree,fluffy,social-positive,physical-positive,ValenceMatchingOnly
carefree,sunny,social-positive,physical-positive,ValenceMatchingOnly
carefree,blooming,social-positive,physical-positive,ValenceMatchingOnly
carefree,floral,social-positive,physical-positive,ValenceMatchingOnly
carefree,oceanic,social-positive,physical-positive,ValenceMatchingOnly
carefree,decorative,social-positive,physical-positive,ValenceMatchingOnly
carefree,nutritious,social-positive,physical-positive,ValenceMatchingOnly
carefree,homemade,social-positive,physical-positive,ValenceMatchingOnly
carefree,radiant,social-positive,physical-positive,ValenceMatchingOnly
carefree,newborn,social-positive,physical-positive,ValenceMatchingOnly
hilarious,fluffy,social-positive,physical-positive,ValenceMatchingOnly
hilarious,sunny,social-positive,physical-positive,ValenceMatchingOnly
hilarious,blooming,social-positive,physical-positive,ValenceMatchingOnly
hilarious,floral,social-positive,physical-positive,ValenceMatchingOnly
hilarious,oceanic,social-positive,physical-positive,ValenceMatchingOnly
hilarious,decorative,social-positive,physical-positive,ValenceMatchingOnly
hilarious,nutritious,social-positive,physical-positive,ValenceMatchingOnly
hilarious,homemade,social-positive,physical-positive,ValenceMatchingOnly
hilarious,radiant,social-positive,physical-positive,ValenceMatchingOnly
hilarious,newborn,social-positive,physical-positive,ValenceMatchingOnly
selfless,fluffy,social-positive,physical-positive,ValenceMatchingOnly
selfless,sunny,social-positive,physical-positive,ValenceMatchingOnly
selfless,blooming,social-positive,physical-positive,ValenceMatchingOnly
selfless,floral,social-positive,physical-positive,ValenceMatchingOnly
selfless,oceanic,social-positive,physical-positive,ValenceMatchingOnly
selfless,decorative,social-positive,physical-positive,ValenceMatchingOnly
selfless,nutritious,social-positive,physical-positive,ValenceMatchingOnly
selfless,homemade,social-positive,physical-positive,ValenceMatchingOnly
selfless,radiant,social-positive,physical-positive,ValenceMatchingOnly
selfless,newborn,social-positive,physical-positive,ValenceMatchingOnly
dependable,fluffy,social-positive,physical-positive,ValenceMatchingOnly
dependable,sunny,social-positive,physical-positive,ValenceMatchingOnly
dependable,blooming,social-positive,physical-positive,ValenceMatchingOnly
dependable,floral,social-positive,physical-positive,ValenceMatchingOnly
dependable,oceanic,social-positive,physical-positive,ValenceMatchingOnly
dependable,decorative,social-positive,physical-positive,ValenceMatchingOnly
dependable,nutritious,social-positive,physical-positive,ValenceMatchingOnly
dependable,homemade,social-positive,physical-positive,ValenceMatchingOnly
dependable,radiant,social-positive,physical-positive,ValenceMatchingOnly
dependable,newborn,social-positive,physical-positive,ValenceMatchingOnly
courageous,fluffy,social-positive,physical-positive,ValenceMatchingOnly
courageous,sunny,social-positive,physical-positive,ValenceMatchingOnly
courageous,blooming,social-positive,physical-positive,ValenceMatchingOnly
courageous,floral,social-positive,physical-positive,ValenceMatchingOnly
courageous,oceanic,social-positive,physical-positive,ValenceMatchingOnly
courageous,decorative,social-positive,physical-positive,ValenceMatchingOnly
courageous,nutritious,social-positive,physical-positive,ValenceMatchingOnly
courageous,homemade,social-positive,physical-positive,ValenceMatchingOnly
courageous,radiant,social-positive,physical-positive,ValenceMatchingOnly
courageous,newborn,social-positive,physical-positive,ValenceMatchingOnly
witty,fluffy,social-positive,physical-positive,ValenceMatchingOnly
witty,sunny,social-positive,physical-positive,ValenceMatchingOnly
witty,blooming,social-positive,physical-positive,ValenceMatchingOnly
witty,floral,social-positive,physical-positive,ValenceMatchingOnly
witty,oceanic,social-positive,physical-positive,ValenceMatchingOnly
witty,decorative,social-positive,physical-positive,ValenceMatchingOnly
witty,nutritious,social-positive,physical-positive,ValenceMatchingOnly
witty,homemade,social-positive,physical-positive,ValenceMatchingOnly
witty,radiant,social-positive,physical-positive,ValenceMatchingOnly
witty,newborn,social-positive,physical-positive,ValenceMatchingOnly
