Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6877b044ed450facd58ad9c7,6772be1363ec1102cc8bc48d,APPROVED,Not Applicable,2025-07-16T13:59:35.595000Z,2025-07-16T14:09:08.756000Z,2025-07-16T14:09:10.396000Z,2025-07-16T14:09:09.224091Z,574.0,CHFTNE6M,1889,45,Female,Mixed,United States,United States,United States,English,No,Other
6877b059e109f5c5641547d8,67e830bb6eaebc236b9cd37e,APPROVED,Not Applicable,2025-07-16T13:59:57.171000Z,2025-07-16T14:08:34.902000Z,2025-07-16T14:08:35.457000Z,2025-07-16T14:08:35.345462Z,518.0,CHFTNE6M,1480,63,Female,White,United States,United States,United States,English,No,Full-Time
6877b081da8ae98e046deb83,6101bcb1b6f73b8138d66252,APPROVED,Not Applicable,2025-07-16T14:00:35.998000Z,2025-07-16T14:10:43.776000Z,2025-07-16T14:10:46.102000Z,2025-07-16T14:10:44.264593Z,608.0,CHFTNE6M,4786,51,Female,White,United States,United States,United States,English,No,Full-Time
6877b08421fbd4fc7fd32648,60a1ddf39ea00700d482889e,APPROVED,Not Applicable,2025-07-16T14:00:41.204000Z,2025-07-16T14:11:29.578000Z,2025-07-16T14:11:33.128000Z,2025-07-16T14:11:30.146835Z,649.0,CHFTNE6M,1282,47,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877b09823f7249093298f41,6629399343a821d14a29e076,APPROVED,Not Applicable,2025-07-16T14:01:01.526000Z,2025-07-16T14:06:22.046000Z,2025-07-16T14:06:25.295000Z,2025-07-16T14:06:22.561635Z,321.0,CHFTNE6M,1114,45,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
6877b0b2c8928cf7bea07b75,639fdcf5efa9e98ed809d0df,APPROVED,Not Applicable,2025-07-16T14:01:27.709000Z,2025-07-16T14:09:40.559000Z,2025-07-16T14:09:41.773000Z,2025-07-16T14:09:41.014123Z,493.0,CHFTNE6M,4462,73,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877b0ecb50f16f57a7606fb,5607080ed7def20012b733c3,APPROVED,Not Applicable,2025-07-16T14:02:23.924000Z,2025-07-16T14:12:02.856000Z,2025-07-16T14:12:04.547000Z,2025-07-16T14:12:03.422023Z,579.0,CHFTNE6M,3526,30,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877b166ccc31b8fe1981592,67e9c73caada4a6aea341f5b,APPROVED,Not Applicable,2025-07-16T14:04:33.782000Z,2025-07-16T14:27:55.379000Z,2025-07-16T14:27:58.311000Z,2025-07-16T14:27:55.839835Z,1402.0,CHFTNE6M,1542,47,Female,White,United States,United States,United States,English,No,Full-Time
6877b1857dbd4676ec10fd7d,6724260700cede758eb0c062,APPROVED,Not Applicable,2025-07-16T14:04:57.957000Z,2025-07-16T14:12:10.993000Z,2025-07-16T14:12:12.482000Z,2025-07-16T14:12:11.492798Z,434.0,CHFTNE6M,3181,49,Male,White,United States,United States,United States,English,No,Full-Time
6877b1992ae360632f45c6f9,62c026818910950fc380e599,APPROVED,Not Applicable,2025-07-16T14:05:29.763000Z,2025-07-16T14:14:20.543000Z,2025-07-16T14:14:21.396000Z,2025-07-16T14:14:21.013741Z,531.0,CHFTNE6M,3444,48,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877b19c5d37868c1c00ce78,668aae0369dddae7e8e0b42f,APPROVED,Not Applicable,2025-07-16T14:05:23.441000Z,2025-07-16T14:17:59.475000Z,2025-07-16T14:18:01.028000Z,2025-07-16T14:17:59.890695Z,757.0,CHFTNE6M,1094,68,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
