Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6877c4babe2f93ed10382cef,661571d6cc16ee34676734df,APPROVED,Not Applicable,2025-07-16T15:26:54.479000Z,2025-07-16T15:31:00.426000Z,2025-07-16T15:50:40.494000Z,2025-07-16T15:31:00.988458Z,246.0,CHFTNE6M,2603,42,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877c4dcd2e0e457e0fdc473,667b577210c53a5b35f2d73e,APPROVED,Not Applicable,2025-07-16T15:27:28.737000Z,2025-07-16T15:31:48.488000Z,2025-07-16T15:50:40.806000Z,2025-07-16T15:31:48.913244Z,260.0,CHFTNE6M,1779,33,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877c4ec46efd6fbf1deb852,66ea174a36d3100b31d5bb87,APPROVED,Not Applicable,2025-07-16T15:28:09.492000Z,2025-07-16T15:34:43.218000Z,2025-07-16T15:34:43.921000Z,2025-07-16T15:34:43.777685Z,394.0,CHFTNE6M,1171,30,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877c4f9974945ff043198fd,67c70ef486c8488303c97ed5,APPROVED,Not Applicable,2025-07-16T15:28:01.400000Z,2025-07-16T15:43:52.883000Z,2025-07-16T15:43:54.685000Z,2025-07-16T15:43:53.387543Z,952.0,CHFTNE6M,1032,40,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
6877c5104aea0ab46077cabb,65a09ede5747bb3166d505a4,APPROVED,Not Applicable,2025-07-16T15:28:20.566000Z,2025-07-16T15:33:39.060000Z,2025-07-16T15:33:41.834000Z,2025-07-16T15:33:39.524607Z,319.0,CHFTNE6M,1384,33,Male,Asian,United States,United States,United States,English,No,Part-Time
6877c517f26555481145987a,6332517a492e9ac48804f991,APPROVED,Not Applicable,2025-07-16T15:28:28.819000Z,2025-07-16T15:36:39.108000Z,2025-07-16T15:36:42.704000Z,2025-07-16T15:36:39.762014Z,491.0,CHFTNE6M,6974,67,Male,White,United States,United States,United States,English,No,Part-Time
6877c521069a5afdd7bf9a63,66b82e7a217f905382989f20,APPROVED,Not Applicable,2025-07-16T15:28:37.179000Z,2025-07-16T15:35:58.402000Z,2025-07-16T15:35:59.127000Z,2025-07-16T15:35:58.974830Z,442.0,CHFTNE6M,1668,45,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6877c527b8bf17b5defbf88e,65dca046786b41c22b4de4e6,APPROVED,Not Applicable,2025-07-16T15:28:43.700000Z,2025-07-16T15:34:14.633000Z,2025-07-16T15:34:20.706000Z,2025-07-16T15:34:15.138746Z,331.0,CHFTNE6M,1517,65,Female,White,United States,United States,Ireland,English,No,Part-Time
6877c52b20bde1b3dceb481b,632beb3e071d0d5eec133b60,APPROVED,Not Applicable,2025-07-16T15:31:47.758000Z,2025-07-16T15:39:47.992000Z,2025-07-16T15:39:50.361000Z,2025-07-16T15:39:48.494714Z,481.0,CHFTNE6M,4120,32,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877c530d4115b39a9870c9e,610055ffe4d2514e9cf1073f,APPROVED,Not Applicable,2025-07-16T15:28:52.466000Z,2025-07-16T15:34:17.905000Z,2025-07-16T15:34:24.559000Z,2025-07-16T15:34:18.396308Z,326.0,CHFTNE6M,2682,35,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877c53aab0eef4196ad8308,62e97dfea1a1ef00cb9f0b10,APPROVED,Not Applicable,2025-07-16T15:29:01.293000Z,2025-07-16T15:33:22.172000Z,2025-07-16T15:50:41.156000Z,2025-07-16T15:33:22.648448Z,261.0,CHFTNE6M,7253,42,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877c54c69d6c8b4cc6f9e75,55dbdc9d50a1f7001190d753,APPROVED,Not Applicable,2025-07-16T15:35:09.494000Z,2025-07-16T15:43:05.653000Z,2025-07-16T15:43:08.225000Z,2025-07-16T15:43:06.136563Z,477.0,CHFTNE6M,7075,34,Male,White,United States,United States,United States,English,Yes,DATA_EXPIRED
6877c54d2c48780c4cfa2c6f,5ef66e81cf5fa435ea9a4e8d,APPROVED,Not Applicable,2025-07-16T15:29:20.892000Z,2025-07-16T15:32:52.483000Z,2025-07-16T15:50:41.515000Z,2025-07-16T15:32:52.945796Z,212.0,CHFTNE6M,1322,27,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877c5517c95e51764ff2a24,65661de90c2260598c3ffd5b,APPROVED,Not Applicable,2025-07-16T15:29:25.532000Z,2025-07-16T15:36:44.029000Z,2025-07-16T15:36:46.843000Z,2025-07-16T15:36:44.932347Z,439.0,CHFTNE6M,1959,35,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6877c552fa974d0f8ef27d10,667342505663a923bb357c6b,APPROVED,Not Applicable,2025-07-16T15:29:26.083000Z,2025-07-16T15:35:37.844000Z,2025-07-16T15:35:49.604000Z,2025-07-16T15:35:38.347863Z,372.0,CHFTNE6M,1015,39,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877c55414f9e1ff59c9d442,66d62734985c822b67585824,APPROVED,Not Applicable,2025-07-16T15:29:28.671000Z,2025-07-16T15:36:11.239000Z,2025-07-16T15:36:13.122000Z,2025-07-16T15:36:11.776781Z,403.0,CHFTNE6M,1764,68,Male,White,United States,United States,United States,English,No,Full-Time
6877c55782550942e086779c,641386b1cb9a9c1e3569d4ee,APPROVED,Not Applicable,2025-07-16T15:29:31.024000Z,2025-07-16T15:34:40.664000Z,2025-07-16T15:34:41.395000Z,2025-07-16T15:34:41.128029Z,310.0,CHFTNE6M,5129,53,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6877c57017b85198487fc7d9,5c6f906672c0e50001d9332a,APPROVED,Not Applicable,2025-07-16T15:29:56.817000Z,2025-07-16T15:34:41.207000Z,2025-07-16T15:50:41.801000Z,2025-07-16T15:34:41.719074Z,285.0,CHFTNE6M,4412,33,Male,White,United States,United States,United States,English,No,Full-Time
6877c57456e346ec2621bf97,66aa5c3f0d9d6bcf931c3533,APPROVED,Not Applicable,2025-07-16T15:30:02.518000Z,2025-07-16T15:37:17.930000Z,2025-07-16T15:37:18.802000Z,2025-07-16T15:37:18.464152Z,436.0,CHFTNE6M,2616,33,Male,White,United States,United States,United States,English,No,Part-Time
6877c583e3d4015c0ebccdde,63fa78f21e485a372c6528fa,APPROVED,Not Applicable,2025-07-16T15:30:16.408000Z,2025-07-16T15:38:32.056000Z,2025-07-16T15:38:32.742000Z,2025-07-16T15:38:32.566129Z,496.0,CHFTNE6M,3552,52,Male,White,United States,United States,United States,English,No,Part-Time
6877c58b4cd8dc7c6ef27db8,667c7880d80864f94fd000bc,APPROVED,Not Applicable,2025-07-16T15:30:24.845000Z,2025-07-16T15:37:51.095000Z,2025-07-16T15:37:52.015000Z,2025-07-16T15:37:51.646495Z,447.0,CHFTNE6M,1833,58,Female,White,United States,United States,United States,English,No,Part-Time
6877c59c9d5b183ccb48a92c,63ed2115f26baf8010950f68,APPROVED,Not Applicable,2025-07-16T15:30:40.251000Z,2025-07-16T15:35:51.052000Z,2025-07-16T15:35:56.279000Z,2025-07-16T15:35:51.551934Z,311.0,CHFTNE6M,2882,23,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
