Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch,FeatureMatchSpecific
caress,slaughter,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
caress,slash,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
caress,crash,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
caress,tear,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
caress,burn,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
caress,hit,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
caress,stain,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
caress,delete,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
caress,corrode,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
caress,offend,physical-positive,psychological-negative,MaxMismatch,pp-pn
caress,despair,physical-positive,psychological-negative,MaxMismatch,pp-pn
caress,irritate,physical-positive,psychological-negative,MaxMismatch,pp-pn
caress,displease,physical-positive,psychological-negative,MaxMismatch,pp-pn
caress,dishonor,physical-positive,psychological-negative,MaxMismatch,pp-pn
caress,embarrass,physical-positive,psychological-negative,MaxMismatch,pp-pn
caress,discourage,physical-positive,psychological-negative,MaxMismatch,pp-pn
caress,dismay,physical-positive,psychological-negative,MaxMismatch,pp-pn
caress,criticize,physical-positive,psychological-negative,MaxMismatch,pp-pn
caress,dread,physical-positive,psychological-negative,MaxMismatch,pp-pn
hug,cuddle,physical-positive,physical-positive,MaxMatch,pp-pp
hug,build,physical-positive,physical-positive,MaxMatch,pp-pp
hug,repair,physical-positive,physical-positive,MaxMatch,pp-pp
hug,caress,physical-positive,physical-positive,MaxMatch,pp-pp
hug,hug,physical-positive,physical-positive,SelfPair,pp-pp
hug,produce,physical-positive,physical-positive,MaxMatch,pp-pp
hug,sculpt,physical-positive,physical-positive,MaxMatch,pp-pp
hug,twinkle,physical-positive,physical-positive,MaxMatch,pp-pp
hug,decorate,physical-positive,physical-positive,MaxMatch,pp-pp
hug,clean,physical-positive,physical-positive,MaxMatch,pp-pp
hug,content,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
hug,encourage,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
hug,appreciate,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
hug,impress,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
hug,like,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
hug,reassure,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
hug,respect,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
hug,admire,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
hug,adore,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
hug,cherish,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
hug,rust,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
hug,slaughter,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
hug,slash,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
hug,crash,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
hug,tear,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
hug,burn,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
hug,hit,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
hug,stain,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
hug,delete,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
hug,corrode,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
hug,offend,physical-positive,psychological-negative,MaxMismatch,pp-pn
hug,despair,physical-positive,psychological-negative,MaxMismatch,pp-pn
hug,irritate,physical-positive,psychological-negative,MaxMismatch,pp-pn
hug,displease,physical-positive,psychological-negative,MaxMismatch,pp-pn
hug,dishonor,physical-positive,psychological-negative,MaxMismatch,pp-pn
hug,embarrass,physical-positive,psychological-negative,MaxMismatch,pp-pn
hug,discourage,physical-positive,psychological-negative,MaxMismatch,pp-pn
hug,dismay,physical-positive,psychological-negative,MaxMismatch,pp-pn
hug,criticize,physical-positive,psychological-negative,MaxMismatch,pp-pn
hug,dread,physical-positive,psychological-negative,MaxMismatch,pp-pn
produce,cuddle,physical-positive,physical-positive,MaxMatch,pp-pp
produce,build,physical-positive,physical-positive,MaxMatch,pp-pp
produce,repair,physical-positive,physical-positive,MaxMatch,pp-pp
produce,caress,physical-positive,physical-positive,MaxMatch,pp-pp
produce,hug,physical-positive,physical-positive,MaxMatch,pp-pp
produce,produce,physical-positive,physical-positive,SelfPair,pp-pp
produce,sculpt,physical-positive,physical-positive,MaxMatch,pp-pp
produce,twinkle,physical-positive,physical-positive,MaxMatch,pp-pp
produce,decorate,physical-positive,physical-positive,MaxMatch,pp-pp
produce,clean,physical-positive,physical-positive,MaxMatch,pp-pp
produce,content,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
produce,encourage,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
produce,appreciate,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
produce,impress,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
produce,like,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
produce,reassure,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
produce,respect,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
produce,admire,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
produce,adore,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
produce,cherish,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
produce,rust,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
produce,slaughter,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
produce,slash,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
produce,crash,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
produce,tear,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
produce,burn,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
produce,hit,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
produce,stain,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
produce,delete,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
produce,corrode,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
produce,offend,physical-positive,psychological-negative,MaxMismatch,pp-pn
produce,despair,physical-positive,psychological-negative,MaxMismatch,pp-pn
produce,irritate,physical-positive,psychological-negative,MaxMismatch,pp-pn
produce,displease,physical-positive,psychological-negative,MaxMismatch,pp-pn
produce,dishonor,physical-positive,psychological-negative,MaxMismatch,pp-pn
produce,embarrass,physical-positive,psychological-negative,MaxMismatch,pp-pn
produce,discourage,physical-positive,psychological-negative,MaxMismatch,pp-pn
produce,dismay,physical-positive,psychological-negative,MaxMismatch,pp-pn
produce,criticize,physical-positive,psychological-negative,MaxMismatch,pp-pn
produce,dread,physical-positive,psychological-negative,MaxMismatch,pp-pn
sculpt,cuddle,physical-positive,physical-positive,MaxMatch,pp-pp
sculpt,build,physical-positive,physical-positive,MaxMatch,pp-pp
sculpt,repair,physical-positive,physical-positive,MaxMatch,pp-pp
sculpt,caress,physical-positive,physical-positive,MaxMatch,pp-pp
sculpt,hug,physical-positive,physical-positive,MaxMatch,pp-pp
sculpt,produce,physical-positive,physical-positive,MaxMatch,pp-pp
sculpt,sculpt,physical-positive,physical-positive,SelfPair,pp-pp
sculpt,twinkle,physical-positive,physical-positive,MaxMatch,pp-pp
sculpt,decorate,physical-positive,physical-positive,MaxMatch,pp-pp
sculpt,clean,physical-positive,physical-positive,MaxMatch,pp-pp
sculpt,content,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
sculpt,encourage,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
sculpt,appreciate,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
sculpt,impress,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
sculpt,like,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
sculpt,reassure,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
sculpt,respect,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
sculpt,admire,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
sculpt,adore,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
sculpt,cherish,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
sculpt,rust,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
sculpt,slaughter,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
sculpt,slash,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
sculpt,crash,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
sculpt,tear,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
sculpt,burn,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
sculpt,hit,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
sculpt,stain,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
sculpt,delete,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
sculpt,corrode,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
sculpt,offend,physical-positive,psychological-negative,MaxMismatch,pp-pn
sculpt,despair,physical-positive,psychological-negative,MaxMismatch,pp-pn
sculpt,irritate,physical-positive,psychological-negative,MaxMismatch,pp-pn
sculpt,displease,physical-positive,psychological-negative,MaxMismatch,pp-pn
sculpt,dishonor,physical-positive,psychological-negative,MaxMismatch,pp-pn
sculpt,embarrass,physical-positive,psychological-negative,MaxMismatch,pp-pn
sculpt,discourage,physical-positive,psychological-negative,MaxMismatch,pp-pn
sculpt,dismay,physical-positive,psychological-negative,MaxMismatch,pp-pn
sculpt,criticize,physical-positive,psychological-negative,MaxMismatch,pp-pn
sculpt,dread,physical-positive,psychological-negative,MaxMismatch,pp-pn
twinkle,cuddle,physical-positive,physical-positive,MaxMatch,pp-pp
twinkle,build,physical-positive,physical-positive,MaxMatch,pp-pp
twinkle,repair,physical-positive,physical-positive,MaxMatch,pp-pp
twinkle,caress,physical-positive,physical-positive,MaxMatch,pp-pp
twinkle,hug,physical-positive,physical-positive,MaxMatch,pp-pp
twinkle,produce,physical-positive,physical-positive,MaxMatch,pp-pp
twinkle,sculpt,physical-positive,physical-positive,MaxMatch,pp-pp
twinkle,twinkle,physical-positive,physical-positive,SelfPair,pp-pp
twinkle,decorate,physical-positive,physical-positive,MaxMatch,pp-pp
twinkle,clean,physical-positive,physical-positive,MaxMatch,pp-pp
twinkle,content,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
twinkle,encourage,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
twinkle,appreciate,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
twinkle,impress,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
twinkle,like,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
twinkle,reassure,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
twinkle,respect,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
twinkle,admire,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
twinkle,adore,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
twinkle,cherish,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
twinkle,rust,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
twinkle,slaughter,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
twinkle,slash,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
twinkle,crash,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
twinkle,tear,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
twinkle,burn,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
twinkle,hit,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
twinkle,stain,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
twinkle,delete,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
twinkle,corrode,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
twinkle,offend,physical-positive,psychological-negative,MaxMismatch,pp-pn
twinkle,despair,physical-positive,psychological-negative,MaxMismatch,pp-pn
twinkle,irritate,physical-positive,psychological-negative,MaxMismatch,pp-pn
twinkle,displease,physical-positive,psychological-negative,MaxMismatch,pp-pn
twinkle,dishonor,physical-positive,psychological-negative,MaxMismatch,pp-pn
twinkle,embarrass,physical-positive,psychological-negative,MaxMismatch,pp-pn
twinkle,discourage,physical-positive,psychological-negative,MaxMismatch,pp-pn
twinkle,dismay,physical-positive,psychological-negative,MaxMismatch,pp-pn
twinkle,criticize,physical-positive,psychological-negative,MaxMismatch,pp-pn
twinkle,dread,physical-positive,psychological-negative,MaxMismatch,pp-pn
decorate,cuddle,physical-positive,physical-positive,MaxMatch,pp-pp
decorate,build,physical-positive,physical-positive,MaxMatch,pp-pp
decorate,repair,physical-positive,physical-positive,MaxMatch,pp-pp
decorate,caress,physical-positive,physical-positive,MaxMatch,pp-pp
decorate,hug,physical-positive,physical-positive,MaxMatch,pp-pp
decorate,produce,physical-positive,physical-positive,MaxMatch,pp-pp
decorate,sculpt,physical-positive,physical-positive,MaxMatch,pp-pp
decorate,twinkle,physical-positive,physical-positive,MaxMatch,pp-pp
decorate,decorate,physical-positive,physical-positive,SelfPair,pp-pp
decorate,clean,physical-positive,physical-positive,MaxMatch,pp-pp
decorate,content,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
decorate,encourage,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
decorate,appreciate,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
decorate,impress,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
decorate,like,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
decorate,reassure,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
decorate,respect,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
decorate,admire,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
decorate,adore,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
decorate,cherish,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
decorate,rust,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
decorate,slaughter,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
decorate,slash,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
decorate,crash,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
decorate,tear,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
decorate,burn,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
decorate,hit,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
decorate,stain,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
decorate,delete,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
decorate,corrode,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
decorate,offend,physical-positive,psychological-negative,MaxMismatch,pp-pn
decorate,despair,physical-positive,psychological-negative,MaxMismatch,pp-pn
decorate,irritate,physical-positive,psychological-negative,MaxMismatch,pp-pn
decorate,displease,physical-positive,psychological-negative,MaxMismatch,pp-pn
decorate,dishonor,physical-positive,psychological-negative,MaxMismatch,pp-pn
decorate,embarrass,physical-positive,psychological-negative,MaxMismatch,pp-pn
decorate,discourage,physical-positive,psychological-negative,MaxMismatch,pp-pn
decorate,dismay,physical-positive,psychological-negative,MaxMismatch,pp-pn
decorate,criticize,physical-positive,psychological-negative,MaxMismatch,pp-pn
decorate,dread,physical-positive,psychological-negative,MaxMismatch,pp-pn
clean,cuddle,physical-positive,physical-positive,MaxMatch,pp-pp
clean,build,physical-positive,physical-positive,MaxMatch,pp-pp
clean,repair,physical-positive,physical-positive,MaxMatch,pp-pp
clean,caress,physical-positive,physical-positive,MaxMatch,pp-pp
clean,hug,physical-positive,physical-positive,MaxMatch,pp-pp
clean,produce,physical-positive,physical-positive,MaxMatch,pp-pp
clean,sculpt,physical-positive,physical-positive,MaxMatch,pp-pp
clean,twinkle,physical-positive,physical-positive,MaxMatch,pp-pp
clean,decorate,physical-positive,physical-positive,MaxMatch,pp-pp
clean,clean,physical-positive,physical-positive,SelfPair,pp-pp
clean,content,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
clean,encourage,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
clean,appreciate,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
clean,impress,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
clean,like,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
clean,reassure,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
clean,respect,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
clean,admire,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
clean,adore,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
clean,cherish,physical-positive,psychological-positive,ValenceMatchingOnly,pp-pp
clean,rust,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
clean,slaughter,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
clean,slash,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
clean,crash,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
clean,tear,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
clean,burn,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
clean,hit,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
clean,stain,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
clean,delete,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
clean,corrode,physical-positive,physical-negative,ConceptualMatchingOnly,pp-pn
