Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch,FeatureMatchSpecific
heroin,princess,inanimate-negative,animate-positive,MaxMismatch,in-ap
heroin,chipmunk,inanimate-negative,animate-positive,MaxMismatch,in-ap
heroin,husband,inanimate-negative,animate-positive,MaxMismatch,in-ap
swastika,heroin,inanimate-negative,inanimate-negative,MaxMatch,in-in
swastika,swastika,inanimate-negative,inanimate-negative,SelfPair,in-in
swastika,wiretap,inanimate-negative,inanimate-negative,MaxMatch,in-in
swastika,cocaine,inanimate-negative,inanimate-negative,MaxMatch,in-in
swastika,excrement,inanimate-negative,inanimate-negative,MaxMatch,in-in
swastika,poison,inanimate-negative,inanimate-negative,MaxMatch,in-in
swastika,gunshot,inanimate-negative,inanimate-negative,MaxMatch,in-in
swastika,flood,inanimate-negative,inanimate-negative,MaxMatch,in-in
swastika,smallpox,inanimate-negative,inanimate-negative,MaxMatch,in-in
swastika,corpse,inanimate-negative,inanimate-negative,MaxMatch,in-in
swastika,prize,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
swastika,sunshine,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
swastika,award,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
swastika,pizza,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
swastika,laughter,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
swastika,feast,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
swastika,doughnut,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
swastika,dollar,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
swastika,sandwich,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
swastika,meadow,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
swastika,slave,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
swastika,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
swastika,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
swastika,widow,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
swastika,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
swastika,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
swastika,leech,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
swastika,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
swastika,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
swastika,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
swastika,comedian,inanimate-negative,animate-positive,MaxMismatch,in-ap
swastika,puppy,inanimate-negative,animate-positive,MaxMismatch,in-ap
swastika,sibling,inanimate-negative,animate-positive,MaxMismatch,in-ap
swastika,duckling,inanimate-negative,animate-positive,MaxMismatch,in-ap
swastika,kitten,inanimate-negative,animate-positive,MaxMismatch,in-ap
swastika,bunny,inanimate-negative,animate-positive,MaxMismatch,in-ap
swastika,child,inanimate-negative,animate-positive,MaxMismatch,in-ap
swastika,princess,inanimate-negative,animate-positive,MaxMismatch,in-ap
swastika,chipmunk,inanimate-negative,animate-positive,MaxMismatch,in-ap
swastika,husband,inanimate-negative,animate-positive,MaxMismatch,in-ap
wiretap,heroin,inanimate-negative,inanimate-negative,MaxMatch,in-in
wiretap,swastika,inanimate-negative,inanimate-negative,MaxMatch,in-in
wiretap,wiretap,inanimate-negative,inanimate-negative,SelfPair,in-in
wiretap,cocaine,inanimate-negative,inanimate-negative,MaxMatch,in-in
wiretap,excrement,inanimate-negative,inanimate-negative,MaxMatch,in-in
wiretap,poison,inanimate-negative,inanimate-negative,MaxMatch,in-in
wiretap,gunshot,inanimate-negative,inanimate-negative,MaxMatch,in-in
wiretap,flood,inanimate-negative,inanimate-negative,MaxMatch,in-in
wiretap,smallpox,inanimate-negative,inanimate-negative,MaxMatch,in-in
wiretap,corpse,inanimate-negative,inanimate-negative,MaxMatch,in-in
wiretap,prize,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
wiretap,sunshine,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
wiretap,award,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
wiretap,pizza,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
wiretap,laughter,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
wiretap,feast,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
wiretap,doughnut,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
wiretap,dollar,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
wiretap,sandwich,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
wiretap,meadow,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
wiretap,slave,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
wiretap,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
wiretap,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
wiretap,widow,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
wiretap,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
wiretap,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
wiretap,leech,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
wiretap,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
wiretap,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
wiretap,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
wiretap,comedian,inanimate-negative,animate-positive,MaxMismatch,in-ap
wiretap,puppy,inanimate-negative,animate-positive,MaxMismatch,in-ap
wiretap,sibling,inanimate-negative,animate-positive,MaxMismatch,in-ap
wiretap,duckling,inanimate-negative,animate-positive,MaxMismatch,in-ap
wiretap,kitten,inanimate-negative,animate-positive,MaxMismatch,in-ap
wiretap,bunny,inanimate-negative,animate-positive,MaxMismatch,in-ap
wiretap,child,inanimate-negative,animate-positive,MaxMismatch,in-ap
wiretap,princess,inanimate-negative,animate-positive,MaxMismatch,in-ap
wiretap,chipmunk,inanimate-negative,animate-positive,MaxMismatch,in-ap
wiretap,husband,inanimate-negative,animate-positive,MaxMismatch,in-ap
cocaine,heroin,inanimate-negative,inanimate-negative,MaxMatch,in-in
cocaine,swastika,inanimate-negative,inanimate-negative,MaxMatch,in-in
cocaine,wiretap,inanimate-negative,inanimate-negative,MaxMatch,in-in
cocaine,cocaine,inanimate-negative,inanimate-negative,SelfPair,in-in
cocaine,excrement,inanimate-negative,inanimate-negative,MaxMatch,in-in
cocaine,poison,inanimate-negative,inanimate-negative,MaxMatch,in-in
cocaine,gunshot,inanimate-negative,inanimate-negative,MaxMatch,in-in
cocaine,flood,inanimate-negative,inanimate-negative,MaxMatch,in-in
cocaine,smallpox,inanimate-negative,inanimate-negative,MaxMatch,in-in
cocaine,corpse,inanimate-negative,inanimate-negative,MaxMatch,in-in
cocaine,prize,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
cocaine,sunshine,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
cocaine,award,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
cocaine,pizza,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
cocaine,laughter,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
cocaine,feast,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
cocaine,doughnut,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
cocaine,dollar,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
cocaine,sandwich,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
cocaine,meadow,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
cocaine,slave,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
cocaine,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
cocaine,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
cocaine,widow,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
cocaine,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
cocaine,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
cocaine,leech,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
cocaine,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
cocaine,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
cocaine,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
cocaine,comedian,inanimate-negative,animate-positive,MaxMismatch,in-ap
cocaine,puppy,inanimate-negative,animate-positive,MaxMismatch,in-ap
cocaine,sibling,inanimate-negative,animate-positive,MaxMismatch,in-ap
cocaine,duckling,inanimate-negative,animate-positive,MaxMismatch,in-ap
cocaine,kitten,inanimate-negative,animate-positive,MaxMismatch,in-ap
cocaine,bunny,inanimate-negative,animate-positive,MaxMismatch,in-ap
cocaine,child,inanimate-negative,animate-positive,MaxMismatch,in-ap
cocaine,princess,inanimate-negative,animate-positive,MaxMismatch,in-ap
cocaine,chipmunk,inanimate-negative,animate-positive,MaxMismatch,in-ap
cocaine,husband,inanimate-negative,animate-positive,MaxMismatch,in-ap
excrement,heroin,inanimate-negative,inanimate-negative,MaxMatch,in-in
excrement,swastika,inanimate-negative,inanimate-negative,MaxMatch,in-in
excrement,wiretap,inanimate-negative,inanimate-negative,MaxMatch,in-in
excrement,cocaine,inanimate-negative,inanimate-negative,MaxMatch,in-in
excrement,excrement,inanimate-negative,inanimate-negative,SelfPair,in-in
excrement,poison,inanimate-negative,inanimate-negative,MaxMatch,in-in
excrement,gunshot,inanimate-negative,inanimate-negative,MaxMatch,in-in
excrement,flood,inanimate-negative,inanimate-negative,MaxMatch,in-in
excrement,smallpox,inanimate-negative,inanimate-negative,MaxMatch,in-in
excrement,corpse,inanimate-negative,inanimate-negative,MaxMatch,in-in
excrement,prize,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
excrement,sunshine,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
excrement,award,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
excrement,pizza,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
excrement,laughter,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
excrement,feast,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
excrement,doughnut,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
excrement,dollar,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
excrement,sandwich,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
excrement,meadow,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
excrement,slave,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
excrement,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
excrement,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
excrement,widow,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
excrement,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
excrement,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
excrement,leech,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
excrement,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
excrement,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
excrement,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
excrement,comedian,inanimate-negative,animate-positive,MaxMismatch,in-ap
excrement,puppy,inanimate-negative,animate-positive,MaxMismatch,in-ap
excrement,sibling,inanimate-negative,animate-positive,MaxMismatch,in-ap
excrement,duckling,inanimate-negative,animate-positive,MaxMismatch,in-ap
excrement,kitten,inanimate-negative,animate-positive,MaxMismatch,in-ap
excrement,bunny,inanimate-negative,animate-positive,MaxMismatch,in-ap
excrement,child,inanimate-negative,animate-positive,MaxMismatch,in-ap
excrement,princess,inanimate-negative,animate-positive,MaxMismatch,in-ap
excrement,chipmunk,inanimate-negative,animate-positive,MaxMismatch,in-ap
excrement,husband,inanimate-negative,animate-positive,MaxMismatch,in-ap
poison,heroin,inanimate-negative,inanimate-negative,MaxMatch,in-in
poison,swastika,inanimate-negative,inanimate-negative,MaxMatch,in-in
poison,wiretap,inanimate-negative,inanimate-negative,MaxMatch,in-in
poison,cocaine,inanimate-negative,inanimate-negative,MaxMatch,in-in
poison,excrement,inanimate-negative,inanimate-negative,MaxMatch,in-in
poison,poison,inanimate-negative,inanimate-negative,SelfPair,in-in
poison,gunshot,inanimate-negative,inanimate-negative,MaxMatch,in-in
poison,flood,inanimate-negative,inanimate-negative,MaxMatch,in-in
poison,smallpox,inanimate-negative,inanimate-negative,MaxMatch,in-in
poison,corpse,inanimate-negative,inanimate-negative,MaxMatch,in-in
poison,prize,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
poison,sunshine,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
poison,award,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
poison,pizza,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
poison,laughter,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
poison,feast,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
poison,doughnut,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
poison,dollar,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
poison,sandwich,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
poison,meadow,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
poison,slave,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
poison,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
poison,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
poison,widow,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
poison,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
poison,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
poison,leech,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
poison,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
poison,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
poison,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
poison,comedian,inanimate-negative,animate-positive,MaxMismatch,in-ap
poison,puppy,inanimate-negative,animate-positive,MaxMismatch,in-ap
poison,sibling,inanimate-negative,animate-positive,MaxMismatch,in-ap
poison,duckling,inanimate-negative,animate-positive,MaxMismatch,in-ap
poison,kitten,inanimate-negative,animate-positive,MaxMismatch,in-ap
poison,bunny,inanimate-negative,animate-positive,MaxMismatch,in-ap
poison,child,inanimate-negative,animate-positive,MaxMismatch,in-ap
poison,princess,inanimate-negative,animate-positive,MaxMismatch,in-ap
poison,chipmunk,inanimate-negative,animate-positive,MaxMismatch,in-ap
poison,husband,inanimate-negative,animate-positive,MaxMismatch,in-ap
gunshot,heroin,inanimate-negative,inanimate-negative,MaxMatch,in-in
gunshot,swastika,inanimate-negative,inanimate-negative,MaxMatch,in-in
gunshot,wiretap,inanimate-negative,inanimate-negative,MaxMatch,in-in
gunshot,cocaine,inanimate-negative,inanimate-negative,MaxMatch,in-in
gunshot,excrement,inanimate-negative,inanimate-negative,MaxMatch,in-in
gunshot,poison,inanimate-negative,inanimate-negative,MaxMatch,in-in
gunshot,gunshot,inanimate-negative,inanimate-negative,SelfPair,in-in
gunshot,flood,inanimate-negative,inanimate-negative,MaxMatch,in-in
gunshot,smallpox,inanimate-negative,inanimate-negative,MaxMatch,in-in
gunshot,corpse,inanimate-negative,inanimate-negative,MaxMatch,in-in
gunshot,prize,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
gunshot,sunshine,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
gunshot,award,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
gunshot,pizza,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
gunshot,laughter,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
gunshot,feast,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
gunshot,doughnut,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
gunshot,dollar,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
gunshot,sandwich,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
gunshot,meadow,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
gunshot,slave,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
gunshot,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
gunshot,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
gunshot,widow,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
gunshot,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
gunshot,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
gunshot,leech,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
gunshot,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
gunshot,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
gunshot,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
gunshot,comedian,inanimate-negative,animate-positive,MaxMismatch,in-ap
gunshot,puppy,inanimate-negative,animate-positive,MaxMismatch,in-ap
gunshot,sibling,inanimate-negative,animate-positive,MaxMismatch,in-ap
gunshot,duckling,inanimate-negative,animate-positive,MaxMismatch,in-ap
gunshot,kitten,inanimate-negative,animate-positive,MaxMismatch,in-ap
gunshot,bunny,inanimate-negative,animate-positive,MaxMismatch,in-ap
gunshot,child,inanimate-negative,animate-positive,MaxMismatch,in-ap
gunshot,princess,inanimate-negative,animate-positive,MaxMismatch,in-ap
gunshot,chipmunk,inanimate-negative,animate-positive,MaxMismatch,in-ap
gunshot,husband,inanimate-negative,animate-positive,MaxMismatch,in-ap
flood,heroin,inanimate-negative,inanimate-negative,MaxMatch,in-in
flood,swastika,inanimate-negative,inanimate-negative,MaxMatch,in-in
flood,wiretap,inanimate-negative,inanimate-negative,MaxMatch,in-in
flood,cocaine,inanimate-negative,inanimate-negative,MaxMatch,in-in
flood,excrement,inanimate-negative,inanimate-negative,MaxMatch,in-in
flood,poison,inanimate-negative,inanimate-negative,MaxMatch,in-in
flood,gunshot,inanimate-negative,inanimate-negative,MaxMatch,in-in
flood,flood,inanimate-negative,inanimate-negative,SelfPair,in-in
flood,smallpox,inanimate-negative,inanimate-negative,MaxMatch,in-in
flood,corpse,inanimate-negative,inanimate-negative,MaxMatch,in-in
flood,prize,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
flood,sunshine,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
flood,award,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
flood,pizza,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
flood,laughter,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
flood,feast,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
flood,doughnut,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
flood,dollar,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
flood,sandwich,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
flood,meadow,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
flood,slave,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
flood,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
flood,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
flood,widow,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
flood,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
flood,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
flood,leech,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
flood,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
flood,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
flood,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
flood,comedian,inanimate-negative,animate-positive,MaxMismatch,in-ap
flood,puppy,inanimate-negative,animate-positive,MaxMismatch,in-ap
flood,sibling,inanimate-negative,animate-positive,MaxMismatch,in-ap
flood,duckling,inanimate-negative,animate-positive,MaxMismatch,in-ap
flood,kitten,inanimate-negative,animate-positive,MaxMismatch,in-ap
flood,bunny,inanimate-negative,animate-positive,MaxMismatch,in-ap
flood,child,inanimate-negative,animate-positive,MaxMismatch,in-ap
flood,princess,inanimate-negative,animate-positive,MaxMismatch,in-ap
flood,chipmunk,inanimate-negative,animate-positive,MaxMismatch,in-ap
flood,husband,inanimate-negative,animate-positive,MaxMismatch,in-ap
smallpox,heroin,inanimate-negative,inanimate-negative,MaxMatch,in-in
smallpox,swastika,inanimate-negative,inanimate-negative,MaxMatch,in-in
smallpox,wiretap,inanimate-negative,inanimate-negative,MaxMatch,in-in
smallpox,cocaine,inanimate-negative,inanimate-negative,MaxMatch,in-in
smallpox,excrement,inanimate-negative,inanimate-negative,MaxMatch,in-in
smallpox,poison,inanimate-negative,inanimate-negative,MaxMatch,in-in
smallpox,gunshot,inanimate-negative,inanimate-negative,MaxMatch,in-in
smallpox,flood,inanimate-negative,inanimate-negative,MaxMatch,in-in
smallpox,smallpox,inanimate-negative,inanimate-negative,SelfPair,in-in
smallpox,corpse,inanimate-negative,inanimate-negative,MaxMatch,in-in
smallpox,prize,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
smallpox,sunshine,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
smallpox,award,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
smallpox,pizza,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
smallpox,laughter,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
smallpox,feast,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
smallpox,doughnut,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
smallpox,dollar,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
smallpox,sandwich,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
smallpox,meadow,inanimate-negative,inanimate-positive,ConceptualMatchingOnly,in-ip
smallpox,slave,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
smallpox,asshole,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
smallpox,maggot,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
smallpox,widow,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
smallpox,inmate,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
smallpox,dictator,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
smallpox,leech,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
smallpox,tapeworm,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
smallpox,intruder,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
smallpox,mugger,inanimate-negative,animate-negative,ValenceMatchingOnly,in-an
smallpox,comedian,inanimate-negative,animate-positive,MaxMismatch,in-ap
smallpox,puppy,inanimate-negative,animate-positive,MaxMismatch,in-ap
smallpox,sibling,inanimate-negative,animate-positive,MaxMismatch,in-ap
smallpox,duckling,inanimate-negative,animate-positive,MaxMismatch,in-ap
smallpox,kitten,inanimate-negative,animate-positive,MaxMismatch,in-ap
smallpox,bunny,inanimate-negative,animate-positive,MaxMismatch,in-ap
smallpox,child,inanimate-negative,animate-positive,MaxMismatch,in-ap
smallpox,princess,inanimate-negative,animate-positive,MaxMismatch,in-ap
smallpox,chipmunk,inanimate-negative,animate-positive,MaxMismatch,in-ap
smallpox,husband,inanimate-negative,animate-positive,MaxMismatch,in-ap
corpse,heroin,inanimate-negative,inanimate-negative,MaxMatch,in-in
corpse,swastika,inanimate-negative,inanimate-negative,MaxMatch,in-in
corpse,wiretap,inanimate-negative,inanimate-negative,MaxMatch,in-in
corpse,cocaine,inanimate-negative,inanimate-negative,MaxMatch,in-in
corpse,excrement,inanimate-negative,inanimate-negative,MaxMatch,in-in
corpse,poison,inanimate-negative,inanimate-negative,MaxMatch,in-in
corpse,gunshot,inanimate-negative,inanimate-negative,MaxMatch,in-in
corpse,flood,inanimate-negative,inanimate-negative,MaxMatch,in-in
corpse,smallpox,inanimate-negative,inanimate-negative,MaxMatch,in-in
corpse,corpse,inanimate-negative,inanimate-negative,SelfPair,in-in
